id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_247,2016-02-18,16:51:00,1455810660870,5,23018336,1,22,67,89,4089,1
SI_247,2016-02-18,16:51:04,1455810660870,5,23023826,2,53,32,85,5490,1
SI_247,2016-02-18,16:51:10,1455810660870,5,23029345,3,38,68,106,5518,1
SI_247,2016-02-18,16:51:15,1455810660870,5,23040178,4,27,79,106,10832,1
SI_247,2016-02-18,16:51:26,1455810660870,5,23046711,5,79,24,103,6532,1
SI_247,2016-02-18,16:51:33,1455810660870,5,23052086,6,35,80,115,5374,1
SI_247,2016-02-18,16:51:38,1455810660870,5,23061473,7,96,88,174,9386,0
SI_247,2016-02-18,16:51:48,1455810660870,5,23067351,8,65,32,97,5878,1
SI_247,2016-02-18,16:51:53,1455810660870,5,23070707,9,61,30,91,3356,1
SI_247,2016-02-18,16:51:57,1455810660870,5,23073551,10,41,52,93,2843,1
SI_247,2016-02-18,16:52:00,1455810660870,5,23081413,11,16,81,97,7861,1
SI_247,2016-02-18,16:52:08,1455810660870,5,23084728,12,51,58,109,3315,1
SI_247,2016-02-18,16:52:11,1455810660870,5,23095702,13,74,99,173,10973,1
SI_247,2016-02-18,16:52:22,1455810660870,5,23100116,14,58,24,82,4413,1
SI_247,2016-02-18,16:52:26,1455810660870,5,23110862,15,98,69,167,10746,1
SI_247,2016-02-18,16:52:37,1455810660870,5,23115686,16,87,82,169,4823,1
SI_247,2016-02-18,16:52:42,1455810660870,5,23122414,17,96,11,107,6728,1
SI_247,2016-02-18,16:52:49,1455810660870,5,23128238,18,62,68,130,5823,1
SI_247,2016-02-18,16:52:54,1455810660870,5,23134248,19,72,65,,6010,0
