id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_305,2016-05-22,15:03:56,,,2,145832,1,21,32,53,2460,1
Sl_305,2016-05-22,15:03:58,,,2,149096,2,75,12,87,3264,1
Sl_305,2016-05-22,15:04:02,,,2,161243,3,55,78,133,12146,1
Sl_305,2016-05-22,15:04:14,,,2,163980,4,30,66,96,2737,1
Sl_305,2016-05-22,15:04:17,,,2,168557,5,84,76,160,4577,1
Sl_305,2016-05-22,15:04:21,,,2,170563,6,50,58,108,2006,1
Sl_305,2016-05-22,15:04:23,,,2,173943,7,25,92,117,3380,1
Sl_305,2016-05-22,15:04:26,,,2,179880,8,56,56,122,5937,0
Sl_305,2016-05-22,15:04:32,,,2,187153,9,87,82,169,7273,1
Sl_305,2016-05-22,15:04:40,,,2,190946,10,20,83,113,3793,0
Sl_305,2016-05-22,15:04:43,,,2,196080,11,30,99,129,5133,1
Sl_305,2016-05-22,15:04:49,,,2,198579,12,80,60,140,2499,1
Sl_305,2016-05-22,15:04:51,,,2,201613,13,19,22,41,3034,1
Sl_305,2016-05-22,15:04:54,,,2,213191,14,93,71,164,11578,1
Sl_305,2016-05-22,15:05:06,,,2,218763,15,79,40,119,5572,1
Sl_305,2016-05-22,15:05:11,,,2,228065,16,63,54,117,9302,1
Sl_305,2016-05-22,15:05:21,,,2,235930,17,35,83,118,7865,1
Sl_305,2016-05-22,15:05:28,,,2,241852,18,14,67,81,5922,1
Sl_305,2016-05-22,15:05:34,,,2,245889,19,19,29,48,4037,1
Sl_305,2016-05-22,15:05:38,,,2,247598,20,40,20,60,1709,1
Sl_305,2016-05-22,15:05:40,,,2,251596,21,22,78,100,3998,1
Sl_305,2016-05-22,15:05:44,,,2,256261,22,78,62,140,4665,1
Sl_305,2016-05-22,15:05:49,,,2,261221,23,68,21,89,4960,1
Sl_305,2016-05-22,15:05:54,,,2,263378,24,23,53,,2157,0
