id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_162,2015-05-27,12:39:15,1432723155461,3,345781,1,59,51,109,11413,0
SI_162,2015-05-27,12:39:26,1432723155461,3,349146,2,51,36,87,3365,1
SI_162,2015-05-27,12:39:30,1432723155461,3,355548,3,48,45,93,6402,1
SI_162,2015-05-27,12:39:36,1432723155461,3,367557,4,26,97,133,12009,0
SI_162,2015-05-27,12:39:48,1432723155461,3,385317,5,99,20,119,17760,1
SI_162,2015-05-27,12:40:06,1432723155461,3,397344,6,72,45,137,12027,0
SI_162,2015-05-27,12:40:18,1432723155461,3,404432,7,35,71,106,7088,1
SI_162,2015-05-27,12:40:25,1432723155461,3,411888,8,81,97,178,7456,1
SI_162,2015-05-27,12:40:32,1432723155461,3,418132,9,49,90,139,6244,1
SI_162,2015-05-27,12:40:39,1432723155461,3,422832,10,20,89,119,4700,0
SI_162,2015-05-27,12:40:43,1432723155461,3,436430,11,84,42,126,13598,1
SI_162,2015-05-27,12:40:57,1432723155461,3,447496,12,36,38,74,11066,1
SI_162,2015-05-27,12:41:08,1432723155461,3,454369,13,55,85,,6873,0
