id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_137,2015-04-22,12:38:30,1429699110450,2,149286,1,95,40,135,4828,1
SI_137,2015-04-22,12:38:35,1429699110450,2,154402,2,37,63,100,5114,1
SI_137,2015-04-22,12:38:40,1429699110450,2,160890,3,98,87,185,6488,1
SI_137,2015-04-22,12:38:46,1429699110450,2,165346,4,39,27,66,4454,1
SI_137,2015-04-22,12:38:51,1429699110450,2,171654,5,91,32,123,6307,1
SI_137,2015-04-22,12:38:57,1429699110450,2,174699,6,80,14,94,3043,1
SI_137,2015-04-22,12:39:00,1429699110450,2,179361,7,14,70,84,4662,1
SI_137,2015-04-22,12:39:05,1429699110450,2,185404,8,36,45,81,6041,1
SI_137,2015-04-22,12:39:11,1429699110450,2,195859,9,25,43,68,10453,1
SI_137,2015-04-22,12:39:21,1429699110450,2,200405,10,14,22,36,4545,1
SI_137,2015-04-22,12:39:26,1429699110450,2,205615,11,64,23,87,5208,1
SI_137,2015-04-22,12:39:31,1429699110450,2,212966,12,44,92,136,7350,1
SI_137,2015-04-22,12:39:38,1429699110450,2,223216,13,35,48,83,10248,1
SI_137,2015-04-22,12:39:49,1429699110450,2,226219,14,14,70,84,3001,1
SI_137,2015-04-22,12:39:52,1429699110450,2,229338,15,70,73,143,3118,1
SI_137,2015-04-22,12:39:55,1429699110450,2,237521,16,15,89,104,8181,1
SI_137,2015-04-22,12:40:03,1429699110450,2,248388,17,26,77,113,10866,0
SI_137,2015-04-22,12:40:14,1429699110450,2,256137,18,25,79,104,7747,1
SI_137,2015-04-22,12:40:22,1429699110450,2,264458,19,77,68,,8320,0
