id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_451,2016-03-08,15:37:08,,,2,150962,1,90,23,113,6955,1
SI_451,2016-03-08,15:37:15,,,2,170591,2,45,37,82,19629,1
SI_451,2016-03-08,15:37:34,,,2,174541,3,69,20,89,3950,1
SI_451,2016-03-08,15:37:38,,,2,181874,4,31,63,94,7333,1
SI_451,2016-03-08,15:37:46,,,2,184456,5,20,37,57,2582,1
SI_451,2016-03-08,15:37:48,,,2,191759,6,95,35,130,7303,1
SI_451,2016-03-08,15:37:56,,,2,202318,7,77,61,138,10559,1
SI_451,2016-03-08,15:38:06,,,2,222257,8,49,82,131,19939,1
SI_451,2016-03-08,15:38:26,,,2,238323,9,61,59,120,16066,1
SI_451,2016-03-08,15:38:42,,,2,243103,10,38,33,70,4780,0
SI_451,2016-03-08,15:38:47,,,2,251433,11,62,55,113,8330,0
SI_451,2016-03-08,15:38:55,,,2,259507,12,14,77,96,8074,0
SI_451,2016-03-08,15:39:03,,,2,264407,13,52,13,,4900,0
