id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_286,2016-05-04,04:46:20,,,5,605952,1,45,18,63,18402,1
SI_286,2016-05-04,04:46:39,,,5,615021,2,35,92,127,9069,1
SI_286,2016-05-04,04:46:48,,,5,626180,3,17,17,34,11159,1
SI_286,2016-05-04,04:46:59,,,5,657022,4,56,61,117,30842,1
SI_286,2016-05-04,04:47:30,,,5,660988,5,70,15,85,3966,1
SI_286,2016-05-04,04:47:34,,,5,668833,6,60,36,96,7845,1
SI_286,2016-05-04,04:47:42,,,5,675029,7,16,39,55,6196,1
SI_286,2016-05-04,04:47:48,,,5,682101,8,19,64,83,7071,1
SI_286,2016-05-04,04:47:55,,,5,688286,9,56,44,100,6185,1
SI_286,2016-05-04,04:48:01,,,5,698222,10,87,90,177,9936,1
SI_286,2016-05-04,04:48:11,,,5,707556,11,79,15,,9334,0
