id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_271,2016-04-14,14:34:49,,,5,522849,1,54,48,102,3445,1
SI_271,2016-04-14,14:34:53,,,5,529147,2,17,27,44,6297,1
SI_271,2016-04-14,14:34:59,,,5,532825,3,71,97,168,3677,1
SI_271,2016-04-14,14:35:03,,,5,535988,4,44,26,70,3163,1
SI_271,2016-04-14,14:35:06,,,5,538030,5,20,28,48,2042,1
SI_271,2016-04-14,14:35:08,,,5,542777,6,57,62,119,4747,1
SI_271,2016-04-14,14:35:13,,,5,547251,7,67,60,127,4474,1
SI_271,2016-04-14,14:35:17,,,5,549600,8,29,30,59,2348,1
SI_271,2016-04-14,14:35:20,,,5,552165,9,80,71,151,2565,1
SI_271,2016-04-14,14:35:22,,,5,554989,10,37,11,48,2824,1
SI_271,2016-04-14,14:35:25,,,5,559750,11,88,78,164,4761,0
SI_271,2016-04-14,14:35:30,,,5,567194,12,82,12,94,7444,1
SI_271,2016-04-14,14:35:37,,,5,571509,13,82,86,168,4314,1
SI_271,2016-04-14,14:35:42,,,5,579333,14,47,95,142,7824,1
SI_271,2016-04-14,14:35:49,,,5,583831,15,89,71,160,4497,1
SI_271,2016-04-14,14:35:54,,,5,590460,16,24,33,57,6628,1
SI_271,2016-04-14,14:36:00,,,5,593573,17,61,31,92,3111,1
SI_271,2016-04-14,14:36:04,,,5,600826,18,31,82,113,7253,1
SI_271,2016-04-14,14:36:11,,,5,603433,19,35,70,105,2606,1
SI_271,2016-04-14,14:36:13,,,5,605775,20,13,33,46,2341,1
SI_271,2016-04-14,14:36:16,,,5,610064,21,86,68,156,4288,0
SI_271,2016-04-14,14:36:20,,,5,615218,22,93,60,153,5154,1
SI_271,2016-04-14,14:36:25,,,5,619534,23,78,79,157,4316,1
SI_271,2016-04-14,14:36:30,,,5,623784,24,16,71,87,4250,1
SI_271,2016-04-14,14:36:34,,,5,627826,25,72,89,161,4041,1
SI_271,2016-04-14,14:36:38,,,5,634815,26,54,82,136,6988,1
SI_271,2016-04-14,14:36:45,,,5,639404,27,75,98,,4588,0
