id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_112_Morgon,2015-03-10,12:29:40,1425986980562,1,8916,1,92,51,143,3248,1
SI_112_Morgon,2015-03-10,12:29:43,1425986980562,1,16079,2,15,96,111,7163,1
SI_112_Morgon,2015-03-10,12:29:50,1425986980562,1,20173,3,74,40,114,4094,1
SI_112_Morgon,2015-03-10,12:29:55,1425986980562,1,23317,4,36,70,106,3143,1
SI_112_Morgon,2015-03-10,12:29:58,1425986980562,1,26336,5,91,42,133,3019,1
SI_112_Morgon,2015-03-10,12:30:01,1425986980562,1,31768,6,68,46,114,5432,1
SI_112_Morgon,2015-03-10,12:30:06,1425986980562,1,39953,7,86,35,121,8184,1
SI_112_Morgon,2015-03-10,12:30:14,1425986980562,1,47385,8,47,55,103,7432,0
SI_112_Morgon,2015-03-10,12:30:22,1425986980562,1,59884,9,19,38,58,12498,0
SI_112_Morgon,2015-03-10,12:30:34,1425986980562,1,69522,10,43,86,129,9638,1
SI_112_Morgon,2015-03-10,12:30:44,1425986980562,1,79278,11,78,20,98,9756,1
SI_112_Morgon,2015-03-10,12:30:54,1425986980562,1,83888,12,81,28,109,4610,1
SI_112_Morgon,2015-03-10,12:30:58,1425986980562,1,89958,13,97,79,176,6070,1
SI_112_Morgon,2015-03-10,12:31:04,1425986980562,1,96891,14,62,36,98,6933,1
SI_112_Morgon,2015-03-10,12:31:11,1425986980562,1,100928,15,84,13,97,4037,1
SI_112_Morgon,2015-03-10,12:31:15,1425986980562,1,107207,16,70,29,99,6279,1
SI_112_Morgon,2015-03-10,12:31:22,1425986980562,1,125241,17,64,54,118,18034,1
SI_112_Morgon,2015-03-10,12:31:40,1425986980562,1,125671,18,45,17,,429,0
