id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_138,2015-04-22,12:24:58,1429698298172,3,279252,1,56,39,95,2079,1
SI_138,2015-04-22,12:25:00,1429698298172,3,281617,2,82,66,148,2365,1
SI_138,2015-04-22,12:25:02,1429698298172,3,284221,3,93,59,152,2604,1
SI_138,2015-04-22,12:25:05,1429698298172,3,287561,4,97,14,111,3340,1
SI_138,2015-04-22,12:25:08,1429698298172,3,290453,5,16,76,92,2892,1
SI_138,2015-04-22,12:25:11,1429698298172,3,292486,6,69,40,109,2033,1
SI_138,2015-04-22,12:25:13,1429698298172,3,296738,7,96,34,130,4252,1
SI_138,2015-04-22,12:25:17,1429698298172,3,298767,8,28,47,75,2029,1
SI_138,2015-04-22,12:25:19,1429698298172,3,300351,9,50,48,98,1584,1
SI_138,2015-04-22,12:25:21,1429698298172,3,305284,10,78,35,113,4933,1
SI_138,2015-04-22,12:25:26,1429698298172,3,308669,11,47,75,122,3385,1
SI_138,2015-04-22,12:25:29,1429698298172,3,311167,12,91,88,179,2498,1
SI_138,2015-04-22,12:25:32,1429698298172,3,313435,13,75,30,105,2268,1
SI_138,2015-04-22,12:25:34,1429698298172,3,315935,14,88,32,120,2500,1
SI_138,2015-04-22,12:25:36,1429698298172,3,318519,15,66,34,110,2583,0
SI_138,2015-04-22,12:25:39,1429698298172,3,324155,16,62,56,118,5636,1
SI_138,2015-04-22,12:25:45,1429698298172,3,326615,17,47,30,77,2460,1
SI_138,2015-04-22,12:25:47,1429698298172,3,329420,18,28,83,111,2805,1
SI_138,2015-04-22,12:25:50,1429698298172,3,333837,19,67,94,163,4417,0
SI_138,2015-04-22,12:25:54,1429698298172,3,336275,20,44,31,75,2438,1
SI_138,2015-04-22,12:25:57,1429698298172,3,339355,21,63,85,148,3080,1
SI_138,2015-04-22,12:26:00,1429698298172,3,341990,22,55,59,114,2635,1
SI_138,2015-04-22,12:26:02,1429698298172,3,344488,23,61,54,115,2497,1
SI_138,2015-04-22,12:26:05,1429698298172,3,347945,24,68,58,126,3457,1
SI_138,2015-04-22,12:26:08,1429698298172,3,351708,25,81,79,160,3763,1
SI_138,2015-04-22,12:26:12,1429698298172,3,357572,26,35,77,112,5863,1
SI_138,2015-04-22,12:26:18,1429698298172,3,361280,27,48,68,116,3708,1
SI_138,2015-04-22,12:26:22,1429698298172,3,363806,28,19,45,64,2526,1
SI_138,2015-04-22,12:26:24,1429698298172,3,366681,29,45,85,130,2875,1
SI_138,2015-04-22,12:26:27,1429698298172,3,370675,30,54,15,69,3994,1
SI_138,2015-04-22,12:26:31,1429698298172,3,373740,31,52,63,115,3065,1
SI_138,2015-04-22,12:26:34,1429698298172,3,375790,32,40,72,112,2049,1
SI_138,2015-04-22,12:26:36,1429698298172,3,378578,33,13,96,109,2788,1
SI_138,2015-04-22,12:26:39,1429698298172,3,381891,34,75,69,144,3312,1
SI_138,2015-04-22,12:26:42,1429698298172,3,384747,35,60,79,139,2856,1
SI_138,2015-04-22,12:26:45,1429698298172,3,387497,36,83,52,135,2750,1
SI_138,2015-04-22,12:26:48,1429698298172,3,389831,37,52,63,115,2334,1
SI_138,2015-04-22,12:26:50,1429698298172,3,392247,38,86,24,110,2416,1
SI_138,2015-04-22,12:26:53,1429698298172,3,396039,39,41,85,126,3792,1
SI_138,2015-04-22,12:26:57,1429698298172,3,397177,40,86,42,,1137,0
