id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_108B_Morgon,2015-03-02,07:23:26,1425277406731,1,8831,1,48,61,109,3141,1
SI_108B_Morgon,2015-03-02,07:23:29,1425277406731,1,12836,2,61,37,98,4003,1
SI_108B_Morgon,2015-03-02,07:23:33,1425277406731,1,16752,3,44,19,63,3912,1
SI_108B_Morgon,2015-03-02,07:23:37,1425277406731,1,20362,4,83,14,97,3606,1
SI_108B_Morgon,2015-03-02,07:23:41,1425277406731,1,26265,5,83,41,124,5898,1
SI_108B_Morgon,2015-03-02,07:23:47,1425277406731,1,29222,6,51,38,89,2954,1
SI_108B_Morgon,2015-03-02,07:23:50,1425277406731,1,31284,7,20,11,31,2059,1
SI_108B_Morgon,2015-03-02,07:23:52,1425277406731,1,38820,8,91,19,110,7535,1
SI_108B_Morgon,2015-03-02,07:23:59,1425277406731,1,41907,9,44,41,85,3082,1
SI_108B_Morgon,2015-03-02,07:24:02,1425277406731,1,45231,10,75,55,130,3318,1
SI_108B_Morgon,2015-03-02,07:24:06,1425277406731,1,48591,11,68,12,80,3357,1
SI_108B_Morgon,2015-03-02,07:24:09,1425277406731,1,55667,12,67,76,143,7075,1
SI_108B_Morgon,2015-03-02,07:24:16,1425277406731,1,60756,13,52,87,139,5086,1
SI_108B_Morgon,2015-03-02,07:24:21,1425277406731,1,63230,14,30,92,122,2473,1
SI_108B_Morgon,2015-03-02,07:24:24,1425277406731,1,67224,15,86,86,152,3992,0
SI_108B_Morgon,2015-03-02,07:24:28,1425277406731,1,73620,16,17,65,83,6394,0
SI_108B_Morgon,2015-03-02,07:24:34,1425277406731,1,77587,17,12,26,38,3965,1
SI_108B_Morgon,2015-03-02,07:24:38,1425277406731,1,83799,18,17,77,94,6207,1
SI_108B_Morgon,2015-03-02,07:24:44,1425277406731,1,87210,19,57,71,128,3411,1
SI_108B_Morgon,2015-03-02,07:24:48,1425277406731,1,95230,20,94,27,121,8017,1
SI_108B_Morgon,2015-03-02,07:24:56,1425277406731,1,99154,21,29,71,100,3924,1
SI_108B_Morgon,2015-03-02,07:25:00,1425277406731,1,108322,22,65,37,102,9165,1
SI_108B_Morgon,2015-03-02,07:25:09,1425277406731,1,110977,23,17,24,41,2654,1
SI_108B_Morgon,2015-03-02,07:25:12,1425277406731,1,124642,24,69,88,,13663,0
