id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_216,2015-11-12,16:21:17,1447341677068,4,395878,1,56,98,154,6714,1
Sl_216,2015-11-12,16:21:23,1447341677068,4,401154,2,77,73,150,5276,1
Sl_216,2015-11-12,16:21:29,1447341677068,4,403628,3,20,82,102,2474,1
Sl_216,2015-11-12,16:21:31,1447341677068,4,407226,4,31,99,130,3598,1
Sl_216,2015-11-12,16:21:35,1447341677068,4,412550,5,78,48,126,5323,1
Sl_216,2015-11-12,16:21:40,1447341677068,4,416271,6,68,82,150,3721,1
Sl_216,2015-11-12,16:21:44,1447341677068,4,418958,7,25,45,70,2687,1
Sl_216,2015-11-12,16:21:46,1447341677068,4,423987,8,19,74,93,5028,1
Sl_216,2015-11-12,16:21:51,1447341677068,4,440476,9,95,84,17,16489,0
Sl_216,2015-11-12,16:22:08,1447341677068,4,446369,10,24,95,119,5893,1
Sl_216,2015-11-12,16:22:14,1447341677068,4,452746,11,66,26,92,6377,1
Sl_216,2015-11-12,16:22:20,1447341677068,4,456738,12,16,49,64,3992,0
Sl_216,2015-11-12,16:22:24,1447341677068,4,460930,13,85,19,104,4192,1
Sl_216,2015-11-12,16:22:28,1447341677068,4,464272,14,15,72,87,3342,1
Sl_216,2015-11-12,16:22:32,1447341677068,4,469284,15,34,97,131,5012,1
Sl_216,2015-11-12,16:22:37,1447341677068,4,472440,16,77,31,108,3155,1
Sl_216,2015-11-12,16:22:40,1447341677068,4,477575,17,11,83,94,5135,1
Sl_216,2015-11-12,16:22:45,1447341677068,4,484191,18,60,99,159,6616,1
Sl_216,2015-11-12,16:22:52,1447341677068,4,490430,19,69,43,112,6239,1
Sl_216,2015-11-12,16:22:58,1447341677068,4,496241,20,16,84,100,5811,1
Sl_216,2015-11-12,16:23:04,1447341677068,4,500102,21,12,85,97,3861,1
Sl_216,2015-11-12,16:23:08,1447341677068,4,504339,22,74,22,96,4237,1
Sl_216,2015-11-12,16:23:12,1447341677068,4,509170,23,75,93,,4831,0
