id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_218,2016-03-03,20:57:30,,,1,12821,1,40,54,94,6687,1
SI_218,2016-03-03,20:57:36,,,1,17705,2,12,20,32,4876,1
SI_218,2016-03-03,20:57:41,,,1,24233,3,33,62,95,6526,1
SI_218,2016-03-03,20:57:48,,,1,28978,4,35,57,92,4742,1
SI_218,2016-03-03,20:57:52,,,1,33837,5,41,88,129,4859,1
SI_218,2016-03-03,20:57:57,,,1,36004,6,30,34,64,2165,1
SI_218,2016-03-03,20:57:59,,,1,40497,7,58,72,130,4491,1
SI_218,2016-03-03,20:58:04,,,1,44547,8,25,61,86,4050,1
SI_218,2016-03-03,20:58:08,,,1,46823,9,56,40,96,2275,1
SI_218,2016-03-03,20:58:10,,,1,53006,10,65,78,143,6181,1
SI_218,2016-03-03,20:58:16,,,1,56108,11,46,14,60,3101,1
SI_218,2016-03-03,20:58:20,,,1,62638,12,28,87,115,6529,1
SI_218,2016-03-03,20:58:26,,,1,66431,13,65,11,76,3781,1
SI_218,2016-03-03,20:58:30,,,1,73732,14,92,84,176,7300,1
SI_218,2016-03-03,20:58:37,,,1,82992,15,99,87,186,9259,1
SI_218,2016-03-03,20:58:46,,,1,87212,16,26,25,51,4219,1
SI_218,2016-03-03,20:58:51,,,1,96032,17,77,64,141,8819,1
SI_218,2016-03-03,20:58:59,,,1,2617932,18,82,41,,2521899,1
