id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_271,2016-04-14,05:37:54,,,5,563841,1,51,94,145,3938,1
SI_271,2016-04-14,05:37:58,,,5,567173,2,26,42,68,3331,1
SI_271,2016-04-14,05:38:02,,,5,572238,3,95,58,163,5065,0
SI_271,2016-04-14,05:38:07,,,5,577709,4,58,75,135,5470,0
SI_271,2016-04-14,05:38:12,,,5,583105,5,74,76,150,5395,1
SI_271,2016-04-14,05:38:18,,,5,589532,6,86,25,111,6427,1
SI_271,2016-04-14,05:38:24,,,5,592862,7,61,94,155,3329,1
SI_271,2016-04-14,05:38:27,,,5,599314,8,47,24,71,6452,1
SI_271,2016-04-14,05:38:34,,,5,603364,9,69,31,100,4049,1
SI_271,2016-04-14,05:38:38,,,5,605682,10,90,20,110,2317,1
SI_271,2016-04-14,05:38:40,,,5,609751,11,22,89,111,4068,1
SI_271,2016-04-14,05:38:44,,,5,613545,12,77,65,141,3793,0
SI_271,2016-04-14,05:38:48,,,5,618991,13,67,44,111,5445,1
SI_271,2016-04-14,05:38:53,,,5,626556,14,96,81,177,7565,1
SI_271,2016-04-14,05:39:01,,,5,634161,15,93,44,137,7604,1
SI_271,2016-04-14,05:39:09,,,5,639261,16,34,71,105,5099,1
SI_271,2016-04-14,05:39:14,,,5,642025,17,50,35,85,2764,1
SI_271,2016-04-14,05:39:16,,,5,646800,18,17,87,104,4774,1
SI_271,2016-04-14,05:39:21,,,5,654815,19,87,55,123,8014,0
SI_271,2016-04-14,05:39:29,,,5,660244,20,83,41,124,5428,1
SI_271,2016-04-14,05:39:35,,,5,663100,21,26,33,59,2855,1
SI_271,2016-04-14,05:39:38,,,5,669552,22,37,97,134,6452,1
SI_271,2016-04-14,05:39:44,,,5,676136,23,32,97,129,6583,1
SI_271,2016-04-14,05:39:51,,,5,678346,24,54,20,74,2209,1
SI_271,2016-04-14,05:39:53,,,5,679903,25,39,28,,1557,0
