id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_260,2016-04-06,15:03:48,,,4,463263,1,25,98,123,5464,1
SI_260,2016-04-06,15:03:54,,,4,479698,2,89,77,116,16433,0
SI_260,2016-04-06,15:04:10,,,4,488034,3,73,67,140,8335,1
SI_260,2016-04-06,15:04:18,,,4,493974,4,19,81,100,5939,1
SI_260,2016-04-06,15:04:24,,,4,499133,5,29,21,50,5158,1
SI_260,2016-04-06,15:04:29,,,4,503910,6,99,33,132,4776,1
SI_260,2016-04-06,15:04:34,,,4,508719,7,85,30,115,4809,1
SI_260,2016-04-06,15:04:39,,,4,511947,8,60,47,107,3228,1
SI_260,2016-04-06,15:04:42,,,4,518861,9,84,45,129,6913,1
SI_260,2016-04-06,15:04:49,,,4,537393,10,85,79,164,18531,1
SI_260,2016-04-06,15:05:08,,,4,542108,11,78,22,100,4714,1
SI_260,2016-04-06,15:05:12,,,4,546994,12,66,12,78,4885,1
SI_260,2016-04-06,15:05:17,,,4,553794,13,51,35,86,6799,1
SI_260,2016-04-06,15:05:24,,,4,559110,14,80,82,162,5315,1
SI_260,2016-04-06,15:05:29,,,4,568797,15,72,41,113,9685,1
SI_260,2016-04-06,15:05:39,,,4,572108,16,11,40,51,3309,1
SI_260,2016-04-06,15:05:42,,,4,577797,17,76,55,,5688,0
