id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_243,2016-04-28,20:38:01,,,4,465703,1,90,99,189,5223,1
SI_243,2016-04-28,20:38:06,,,4,470630,2,40,16,56,4927,1
SI_243,2016-04-28,20:38:11,,,4,475561,3,32,39,71,4931,1
SI_243,2016-04-28,20:38:16,,,4,486464,4,26,77,103,10903,1
SI_243,2016-04-28,20:38:27,,,4,492555,5,94,34,128,6091,1
SI_243,2016-04-28,20:38:33,,,4,496951,6,81,89,170,4395,1
SI_243,2016-04-28,20:38:37,,,4,501684,7,48,51,99,4733,1
SI_243,2016-04-28,20:38:42,,,4,510116,8,50,88,138,8432,1
SI_243,2016-04-28,20:38:50,,,4,514992,9,35,14,49,4875,1
SI_243,2016-04-28,20:38:55,,,4,519377,10,70,64,134,4384,1
SI_243,2016-04-28,20:38:59,,,4,527035,11,49,22,81,7658,0
SI_243,2016-04-28,20:39:07,,,4,532539,12,73,68,141,5503,1
SI_243,2016-04-28,20:39:13,,,4,535962,13,48,40,88,3423,1
SI_243,2016-04-28,20:39:16,,,4,541937,14,39,54,93,5974,1
SI_243,2016-04-28,20:39:22,,,4,547792,15,14,88,102,5854,1
SI_243,2016-04-28,20:39:28,,,4,550964,16,13,58,71,3172,1
SI_243,2016-04-28,20:39:31,,,4,555188,17,52,13,65,4224,1
SI_243,2016-04-28,20:39:35,,,4,560407,18,95,86,181,5218,1
SI_243,2016-04-28,20:39:40,,,4,564925,19,56,25,81,4514,1
SI_243,2016-04-28,20:39:45,,,4,568286,20,30,53,83,3361,1
SI_243,2016-04-28,20:39:48,,,4,575154,21,81,19,100,6867,1
SI_243,2016-04-28,20:39:55,,,4,580493,22,79,33,,5338,0
