id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_287,2016-05-21,10:38:32,,,3,304780,1,74,40,114,6140,1
Sl_287,2016-05-21,10:38:38,,,3,307706,2,31,25,56,2925,1
Sl_287,2016-05-21,10:38:41,,,3,311386,3,18,82,100,3679,1
Sl_287,2016-05-21,10:38:45,,,3,313739,4,11,40,51,2352,1
Sl_287,2016-05-21,10:38:47,,,3,317215,5,15,54,69,3476,1
Sl_287,2016-05-21,10:38:51,,,3,321878,6,94,67,161,4662,1
Sl_287,2016-05-21,10:38:55,,,3,326309,7,29,76,105,4431,1
Sl_287,2016-05-21,10:39:00,,,3,331429,8,54,66,120,5120,1
Sl_287,2016-05-21,10:39:05,,,3,334728,9,88,72,16,3299,0
Sl_287,2016-05-21,10:39:08,,,3,344050,10,57,75,132,9322,1
Sl_287,2016-05-21,10:39:18,,,3,346699,11,45,43,88,2649,1
Sl_287,2016-05-21,10:39:20,,,3,349020,12,34,30,64,2320,1
Sl_287,2016-05-21,10:39:23,,,3,353377,13,65,36,101,4356,1
Sl_287,2016-05-21,10:39:27,,,3,359930,14,75,57,132,6552,1
Sl_287,2016-05-21,10:39:33,,,3,362531,15,40,61,101,2600,1
Sl_287,2016-05-21,10:39:36,,,3,366900,16,77,39,116,4367,1
Sl_287,2016-05-21,10:39:40,,,3,371461,17,13,84,97,4561,1
Sl_287,2016-05-21,10:39:45,,,3,379601,18,75,31,106,8139,1
Sl_287,2016-05-21,10:39:53,,,3,382821,19,27,94,121,3220,1
Sl_287,2016-05-21,10:39:56,,,3,387176,20,58,89,147,4355,1
Sl_287,2016-05-21,10:40:01,,,3,390513,21,36,94,130,3337,1
Sl_287,2016-05-21,10:40:04,,,3,394737,22,21,46,67,4224,1
Sl_287,2016-05-21,10:40:08,,,3,399989,23,93,85,178,5252,1
Sl_287,2016-05-21,10:40:14,,,3,402269,24,60,66,126,2279,1
Sl_287,2016-05-21,10:40:16,,,3,404286,25,30,42,72,2017,1
Sl_287,2016-05-21,10:40:18,,,3,408107,26,54,12,66,3821,1
Sl_287,2016-05-21,10:40:22,,,3,416297,27,89,81,170,8190,1
Sl_287,2016-05-21,10:40:30,,,3,418641,28,15,11,,2344,0
