id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_110_Morgon,2015-03-11,08:01:47,1426057307074,2,97480,1,22,97,119,6920,1
SI_110_Morgon,2015-03-11,08:01:53,1426057307074,2,102203,2,31,96,127,4721,1
SI_110_Morgon,2015-03-11,08:01:58,1426057307074,2,105848,3,93,70,163,3644,1
SI_110_Morgon,2015-03-11,08:02:02,1426057307074,2,110613,4,39,37,76,4764,1
SI_110_Morgon,2015-03-11,08:02:07,1426057307074,2,114628,5,67,67,174,4014,0
SI_110_Morgon,2015-03-11,08:02:11,1426057307074,2,122333,6,46,68,114,7704,1
SI_110_Morgon,2015-03-11,08:02:18,1426057307074,2,126637,7,22,39,61,4303,1
SI_110_Morgon,2015-03-11,08:02:23,1426057307074,2,130902,8,39,61,100,4260,1
SI_110_Morgon,2015-03-11,08:02:27,1426057307074,2,134724,9,24,55,79,3821,1
SI_110_Morgon,2015-03-11,08:02:31,1426057307074,2,139272,10,85,34,119,4548,1
SI_110_Morgon,2015-03-11,08:02:35,1426057307074,2,143803,11,48,81,129,4530,1
SI_110_Morgon,2015-03-11,08:02:40,1426057307074,2,147285,12,11,27,38,3481,1
SI_110_Morgon,2015-03-11,08:02:43,1426057307074,2,150720,13,23,83,106,3434,1
SI_110_Morgon,2015-03-11,08:02:47,1426057307074,2,155745,14,97,67,164,5023,1
SI_110_Morgon,2015-03-11,08:02:52,1426057307074,2,159958,15,29,61,90,4212,1
SI_110_Morgon,2015-03-11,08:02:56,1426057307074,2,164197,16,98,71,169,4237,1
SI_110_Morgon,2015-03-11,08:03:00,1426057307074,2,167196,17,23,56,79,2998,1
SI_110_Morgon,2015-03-11,08:03:03,1426057307074,2,171816,18,31,32,63,4619,1
SI_110_Morgon,2015-03-11,08:03:08,1426057307074,2,175808,19,38,12,50,3991,1
SI_110_Morgon,2015-03-11,08:03:12,1426057307074,2,180555,20,65,48,11,4746,0
SI_110_Morgon,2015-03-11,08:03:17,1426057307074,2,187217,21,98,54,152,6660,1
SI_110_Morgon,2015-03-11,08:03:23,1426057307074,2,191959,22,99,39,138,4740,1
SI_110_Morgon,2015-03-11,08:03:28,1426057307074,2,198822,23,28,37,65,6863,1
SI_110_Morgon,2015-03-11,08:03:35,1426057307074,2,206140,24,67,15,82,7317,1
SI_110_Morgon,2015-03-11,08:03:42,1426057307074,2,210559,25,48,67,,4418,0
