id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_193,2015-11-02,12:33:17,1446463997835,1,8468,1,50,27,77,2768,1
SI_193,2015-11-02,12:33:20,1446463997835,1,12656,2,91,64,155,4188,1
SI_193,2015-11-02,12:33:24,1446463997835,1,19665,3,78,67,145,7009,1
SI_193,2015-11-02,12:33:31,1446463997835,1,26799,4,95,97,192,7134,1
SI_193,2015-11-02,12:33:38,1446463997835,1,34132,5,57,93,150,7333,1
SI_193,2015-11-02,12:33:46,1446463997835,1,38401,6,24,76,90,4269,0
SI_193,2015-11-02,12:33:50,1446463997835,1,42548,7,27,24,51,4147,1
SI_193,2015-11-02,12:33:54,1446463997835,1,51435,8,75,82,157,8887,1
SI_193,2015-11-02,12:34:03,1446463997835,1,58969,9,92,97,189,7534,1
SI_193,2015-11-02,12:34:11,1446463997835,1,62867,10,32,14,46,3898,1
SI_193,2015-11-02,12:34:15,1446463997835,1,67401,11,45,91,136,4534,1
SI_193,2015-11-02,12:34:19,1446463997835,1,82001,12,66,17,83,14600,1
SI_193,2015-11-02,12:34:34,1446463997835,1,86752,13,11,49,60,4751,1
SI_193,2015-11-02,12:34:38,1446463997835,1,90519,14,29,63,82,3767,0
SI_193,2015-11-02,12:34:42,1446463997835,1,102738,15,86,69,155,12219,1
SI_193,2015-11-02,12:34:54,1446463997835,1,111631,16,22,49,71,8893,1
SI_193,2015-11-02,12:35:03,1446463997835,1,117003,17,87,57,144,5372,1
SI_193,2015-11-02,12:35:09,1446463997835,1,120556,18,82,40,122,3552,1
SI_193,2015-11-02,12:35:12,1446463997835,1,125706,19,77,89,,5150,0
