id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_106_Kväll,2015-02-26,22:36:27,1424986587007,4,416098,1,88,70,158,11439,1
SI_106_Kväll,2015-02-26,22:36:38,1424986587007,4,420495,2,54,31,85,4397,1
SI_106_Kväll,2015-02-26,22:36:42,1424986587007,4,426423,3,97,90,187,5928,1
SI_106_Kväll,2015-02-26,22:36:48,1424986587007,4,436495,4,73,46,119,10071,1
SI_106_Kväll,2015-02-26,22:36:58,1424986587007,4,440663,5,71,12,83,4168,1
SI_106_Kväll,2015-02-26,22:37:03,1424986587007,4,447546,6,95,81,176,6883,1
SI_106_Kväll,2015-02-26,22:37:09,1424986587007,4,453948,7,94,54,148,6401,1
SI_106_Kväll,2015-02-26,22:37:16,1424986587007,4,458534,8,56,55,111,4586,1
SI_106_Kväll,2015-02-26,22:37:20,1424986587007,4,464697,9,48,70,118,6163,1
SI_106_Kväll,2015-02-26,22:37:27,1424986587007,4,470748,10,90,33,123,6051,1
SI_106_Kväll,2015-02-26,22:37:33,1424986587007,4,478385,11,45,72,137,7637,0
SI_106_Kväll,2015-02-26,22:37:40,1424986587007,4,485734,12,99,44,143,7348,1
SI_106_Kväll,2015-02-26,22:37:48,1424986587007,4,491580,13,58,70,128,5846,1
SI_106_Kväll,2015-02-26,22:37:53,1424986587007,4,495071,14,40,68,108,3491,1
SI_106_Kväll,2015-02-26,22:37:57,1424986587007,4,497953,15,80,25,105,2882,1
SI_106_Kväll,2015-02-26,22:38:00,1424986587007,4,507254,16,44,19,63,9301,1
SI_106_Kväll,2015-02-26,22:38:09,1424986587007,4,513296,17,73,96,169,6042,1
SI_106_Kväll,2015-02-26,22:38:15,1424986587007,4,517943,18,90,46,136,4646,1
SI_106_Kväll,2015-02-26,22:38:20,1424986587007,4,520879,19,71,71,142,2936,1
SI_106_Kväll,2015-02-26,22:38:23,1424986587007,4,524661,20,83,33,,3781,0
