id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_178,2015-10-13,17:18:13,1444749493415,2,164461,1,56,69,125,20569,1
SI_178,2015-10-13,17:18:33,1444749493415,2,167701,2,21,31,52,3240,1
SI_178,2015-10-13,17:18:37,1444749493415,2,173236,3,76,72,148,5535,1
SI_178,2015-10-13,17:18:42,1444749493415,2,178449,4,31,62,93,5213,1
SI_178,2015-10-13,17:18:47,1444749493415,2,186263,5,99,53,152,7814,1
SI_178,2015-10-13,17:18:55,1444749493415,2,193072,6,98,19,117,6809,1
SI_178,2015-10-13,17:19:02,1444749493415,2,196948,7,52,20,72,3876,1
SI_178,2015-10-13,17:19:06,1444749493415,2,210424,8,83,19,103,13476,0
SI_178,2015-10-13,17:19:19,1444749493415,2,221180,9,27,93,120,10755,1
SI_178,2015-10-13,17:19:30,1444749493415,2,228109,10,79,15,95,6929,0
SI_178,2015-10-13,17:19:37,1444749493415,2,233293,11,31,22,53,5184,1
SI_178,2015-10-13,17:19:42,1444749493415,2,254243,12,57,35,93,20950,0
SI_178,2015-10-13,17:20:03,1444749493415,2,263900,13,56,38,,9657,0
