id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_276,2016-03-22,21:42:35,,,5,585187,1,32,80,102,5051,0
SI_276,2016-03-22,21:42:40,,,5,589963,2,91,90,181,4774,1
SI_276,2016-03-22,21:42:45,,,5,595344,3,94,73,167,5380,1
SI_276,2016-03-22,21:42:51,,,5,601462,4,77,80,157,6116,1
SI_276,2016-03-22,21:42:57,,,5,605864,5,53,40,93,4401,1
SI_276,2016-03-22,21:43:01,,,5,612213,6,60,84,144,6348,1
SI_276,2016-03-22,21:43:07,,,5,625062,7,89,68,157,12847,1
SI_276,2016-03-22,21:43:20,,,5,633184,8,39,72,111,8121,1
SI_276,2016-03-22,21:43:28,,,5,638884,9,13,89,102,5699,1
SI_276,2016-03-22,21:43:34,,,5,645594,10,46,25,71,6710,1
SI_276,2016-03-22,21:43:41,,,5,650107,11,81,16,107,4512,0
SI_276,2016-03-22,21:43:45,,,5,654579,12,13,27,40,4470,1
SI_276,2016-03-22,21:43:50,,,5,664144,13,29,65,94,9563,1
SI_276,2016-03-22,21:43:59,,,5,669446,14,47,91,138,5301,1
SI_276,2016-03-22,21:44:05,,,5,673191,15,18,31,49,3745,1
SI_276,2016-03-22,21:44:08,,,5,678877,16,60,62,122,5684,1
SI_276,2016-03-22,21:44:14,,,5,683219,17,48,91,139,4341,1
SI_276,2016-03-22,21:44:18,,,5,690955,18,78,64,152,7736,0
SI_276,2016-03-22,21:44:26,,,5,696393,19,51,79,130,5438,1
SI_276,2016-03-22,21:44:32,,,5,700135,20,33,75,,3740,0
