id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_294,2016-04-22,10:36:43,,,3,256476,1,54,92,146,9105,1
SI_294,2016-04-22,10:36:52,,,3,270781,2,74,59,133,14305,1
SI_294,2016-04-22,10:37:06,,,3,278420,3,75,75,150,7639,1
SI_294,2016-04-22,10:37:14,,,3,289057,4,41,38,79,10637,1
SI_294,2016-04-22,10:37:25,,,3,299063,5,54,15,69,10006,1
SI_294,2016-04-22,10:37:35,,,3,303905,6,52,12,64,4842,1
SI_294,2016-04-22,10:37:39,,,3,311319,7,17,43,60,7414,1
SI_294,2016-04-22,10:37:47,,,3,317287,8,70,50,120,5968,1
SI_294,2016-04-22,10:37:53,,,3,322274,9,19,20,39,4986,1
SI_294,2016-04-22,10:37:58,,,3,340300,10,92,62,154,18026,1
SI_294,2016-04-22,10:38:16,,,3,350881,11,52,47,99,10581,1
SI_294,2016-04-22,10:38:26,,,3,363446,12,96,35,131,12564,1
SI_294,2016-04-22,10:38:39,,,3,367378,13,88,23,,3932,0
