id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_279,2016-05-08,20:31:55,,,3,296197,1,41,14,55,3158,1
SI_279,2016-05-08,20:31:58,,,3,299367,2,15,12,27,3170,1
SI_279,2016-05-08,20:32:01,,,3,306038,3,25,59,84,6671,1
SI_279,2016-05-08,20:32:08,,,3,314427,4,73,85,158,8389,1
SI_279,2016-05-08,20:32:16,,,3,317909,5,41,11,52,3482,1
SI_279,2016-05-08,20:32:20,,,3,321657,6,12,28,40,3748,1
SI_279,2016-05-08,20:32:23,,,3,328601,7,13,58,71,6943,1
SI_279,2016-05-08,20:32:30,,,3,336219,8,69,25,94,7618,1
SI_279,2016-05-08,20:32:38,,,3,341252,9,69,43,112,5033,1
SI_279,2016-05-08,20:32:43,,,3,349100,10,82,97,179,7848,1
SI_279,2016-05-08,20:32:51,,,3,356217,11,48,56,104,7117,1
SI_279,2016-05-08,20:32:58,,,3,365657,12,68,24,92,9440,1
SI_279,2016-05-08,20:33:07,,,3,369823,13,19,21,40,4166,1
SI_279,2016-05-08,20:33:11,,,3,377270,14,59,80,139,7447,1
SI_279,2016-05-08,20:33:19,,,3,379599,15,40,14,54,2329,1
SI_279,2016-05-08,20:33:21,,,3,387020,16,25,67,92,7420,1
SI_279,2016-05-08,20:33:29,,,3,394212,17,35,92,127,7192,1
SI_279,2016-05-08,20:33:36,,,3,400985,18,78,42,120,6773,1
SI_279,2016-05-08,20:33:43,,,3,406290,19,63,73,116,5305,0
SI_279,2016-05-08,20:33:48,,,3,413044,20,18,49,,6754,0
