id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_280,2016-05-09,14:44:22,,,4,465712,1,64,79,143,6540,1
SI_280,2016-05-09,14:44:28,,,4,474264,2,53,60,113,8551,1
SI_280,2016-05-09,14:44:37,,,4,479376,3,60,26,6,5111,0
SI_280,2016-05-09,14:44:42,,,4,489108,4,77,27,114,9732,0
SI_280,2016-05-09,14:44:52,,,4,495476,5,17,29,46,6368,1
SI_280,2016-05-09,14:44:58,,,4,501181,6,62,41,103,5704,1
SI_280,2016-05-09,14:45:04,,,4,507860,7,91,68,159,6678,1
SI_280,2016-05-09,14:45:10,,,4,511377,8,82,14,96,3517,1
SI_280,2016-05-09,14:45:14,,,4,514562,9,31,27,58,3184,1
SI_280,2016-05-09,14:45:17,,,4,522356,10,53,86,139,7793,1
SI_280,2016-05-09,14:45:25,,,4,527097,11,18,61,79,4740,1
SI_280,2016-05-09,14:45:30,,,4,530944,12,89,80,169,3846,1
SI_280,2016-05-09,14:45:33,,,4,540098,13,79,73,142,9153,0
SI_280,2016-05-09,14:45:43,,,4,548987,14,18,89,107,8889,1
SI_280,2016-05-09,14:45:51,,,4,554144,15,27,27,54,5156,1
SI_280,2016-05-09,14:45:57,,,4,561495,16,43,91,134,7351,1
SI_280,2016-05-09,14:46:04,,,4,566122,17,66,73,139,4626,1
SI_280,2016-05-09,14:46:09,,,4,571766,18,65,13,78,5642,1
SI_280,2016-05-09,14:46:14,,,4,577455,19,79,17,96,5688,1
SI_280,2016-05-09,14:46:20,,,4,579173,20,59,33,,1717,0
