id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_278,2016-05-09,20:16:12,,,1,8527,1,40,45,85,2812,1
SI_278,2016-05-09,20:16:14,,,1,11847,2,27,21,48,3318,1
SI_278,2016-05-09,20:16:18,,,1,15392,3,65,12,77,3541,1
SI_278,2016-05-09,20:16:21,,,1,17948,4,35,35,70,2552,1
SI_278,2016-05-09,20:16:24,,,1,21337,5,65,12,77,3386,1
SI_278,2016-05-09,20:16:27,,,1,24342,6,52,22,74,3000,1
SI_278,2016-05-09,20:16:30,,,1,31231,7,48,79,127,6888,1
SI_278,2016-05-09,20:16:37,,,1,33828,8,90,90,180,2592,1
SI_278,2016-05-09,20:16:40,,,1,41615,9,37,74,111,7782,1
SI_278,2016-05-09,20:16:48,,,1,50050,10,96,52,148,8431,1
SI_278,2016-05-09,20:16:56,,,1,53876,11,11,36,47,3821,1
SI_278,2016-05-09,20:17:00,,,1,63543,12,87,62,149,9666,1
SI_278,2016-05-09,20:17:09,,,1,74787,13,86,27,114,11242,0
SI_278,2016-05-09,20:17:21,,,1,79163,14,86,44,130,4376,1
SI_278,2016-05-09,20:17:25,,,1,86387,15,80,92,172,7223,1
SI_278,2016-05-09,20:17:32,,,1,96604,16,38,29,67,10212,1
SI_278,2016-05-09,20:17:43,,,1,109934,17,46,75,121,13329,1
SI_278,2016-05-09,20:17:56,,,1,123401,18,67,39,106,13462,1
SI_278,2016-05-09,20:18:09,,,1,125708,19,94,98,,2305,0
