id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_271,2016-04-13,20:32:54,,,1,9124,1,94,84,178,3467,1
SI_271,2016-04-13,20:32:57,,,1,11136,2,24,64,88,2011,1
SI_271,2016-04-13,20:32:59,,,1,17137,3,55,38,93,5999,1
SI_271,2016-04-13,20:33:05,,,1,19868,4,34,73,107,2730,1
SI_271,2016-04-13,20:33:08,,,1,22657,5,73,61,134,2789,1
SI_271,2016-04-13,20:33:11,,,1,26036,6,33,54,87,3379,1
SI_271,2016-04-13,20:33:14,,,1,28038,7,41,23,64,2000,1
SI_271,2016-04-13,20:33:16,,,1,31823,8,94,11,105,3784,1
SI_271,2016-04-13,20:33:20,,,1,37817,9,88,69,157,5993,1
SI_271,2016-04-13,20:33:26,,,1,41782,10,98,22,120,3965,1
SI_271,2016-04-13,20:33:30,,,1,44936,11,34,23,57,3153,1
SI_271,2016-04-13,20:33:33,,,1,49150,12,55,49,103,4213,0
SI_271,2016-04-13,20:33:37,,,1,54969,13,58,85,143,5818,1
SI_271,2016-04-13,20:33:43,,,1,58248,14,15,94,109,3278,1
SI_271,2016-04-13,20:33:47,,,1,61378,15,84,41,125,3130,1
SI_271,2016-04-13,20:33:50,,,1,65319,16,72,31,103,3941,1
SI_271,2016-04-13,20:33:54,,,1,67821,17,50,94,144,2501,1
SI_271,2016-04-13,20:33:56,,,1,71166,18,38,23,61,3343,1
SI_271,2016-04-13,20:33:59,,,1,76019,19,94,20,114,4851,1
SI_271,2016-04-13,20:34:04,,,1,78130,20,20,52,72,2111,1
SI_271,2016-04-13,20:34:06,,,1,81535,21,75,85,170,3404,0
SI_271,2016-04-13,20:34:10,,,1,88126,22,79,23,102,6591,1
SI_271,2016-04-13,20:34:16,,,1,93667,23,98,37,136,5540,0
SI_271,2016-04-13,20:34:22,,,1,100407,24,71,59,130,6740,1
SI_271,2016-04-13,20:34:29,,,1,105087,25,14,88,102,4679,1
SI_271,2016-04-13,20:34:33,,,1,108301,26,58,20,78,3214,1
SI_271,2016-04-13,20:34:37,,,1,112781,27,16,62,78,4480,1
SI_271,2016-04-13,20:34:41,,,1,119943,28,68,79,147,7161,1
SI_271,2016-04-13,20:34:48,,,1,124979,29,71,11,82,5035,1
SI_271,2016-04-13,20:34:53,,,1,125656,30,32,82,,677,0
