id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_144,2015-05-11,07:03:38,1431320618962,3,288367,1,75,16,92,12332,0
SI_144,2015-05-11,07:03:51,1431320618962,3,295666,2,41,62,103,7297,1
SI_144,2015-05-11,07:03:58,1431320618962,3,302436,3,73,89,162,6769,1
SI_144,2015-05-11,07:04:05,1431320618962,3,308915,4,79,17,96,6477,1
SI_144,2015-05-11,07:04:11,1431320618962,3,315545,5,75,49,114,6628,0
SI_144,2015-05-11,07:04:18,1431320618962,3,320445,6,85,45,130,4900,1
SI_144,2015-05-11,07:04:23,1431320618962,3,343874,7,78,19,97,23427,1
SI_144,2015-05-11,07:04:46,1431320618962,3,347467,8,51,53,104,3591,1
SI_144,2015-05-11,07:04:50,1431320618962,3,364171,9,65,71,136,16703,1
SI_144,2015-05-11,07:05:07,1431320618962,3,375087,10,46,21,67,10915,1
SI_144,2015-05-11,07:05:18,1431320618962,3,379688,11,43,12,55,4601,1
SI_144,2015-05-11,07:05:22,1431320618962,3,386383,12,92,80,172,6694,1
SI_144,2015-05-11,07:05:29,1431320618962,3,396038,13,74,68,,9654,0
