id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_267,2016-03-14,11:37:44,,,3,316943,1,59,39,98,4793,1
SI_267,2016-03-14,11:37:49,,,3,322629,2,39,76,115,5681,1
SI_267,2016-03-14,11:37:54,,,3,329154,3,93,52,145,6525,1
SI_267,2016-03-14,11:38:01,,,3,336840,4,77,43,120,7684,1
SI_267,2016-03-14,11:38:08,,,3,342064,5,28,83,111,5223,1
SI_267,2016-03-14,11:38:14,,,3,347701,6,49,47,96,5635,1
SI_267,2016-03-14,11:38:19,,,3,353172,7,12,97,109,5468,1
SI_267,2016-03-14,11:38:25,,,3,358642,8,89,23,111,5465,0
SI_267,2016-03-14,11:38:30,,,3,363745,9,32,46,78,5103,1
SI_267,2016-03-14,11:38:35,,,3,370699,10,91,53,144,6954,1
SI_267,2016-03-14,11:38:42,,,3,377026,11,86,60,146,6326,1
SI_267,2016-03-14,11:38:49,,,3,384598,12,62,94,156,7571,1
SI_267,2016-03-14,11:38:56,,,3,391905,13,30,91,121,7306,1
SI_267,2016-03-14,11:39:04,,,3,397529,14,36,41,77,5623,1
SI_267,2016-03-14,11:39:09,,,3,406702,15,39,44,83,9171,1
SI_267,2016-03-14,11:39:18,,,3,412861,16,36,28,64,6156,1
SI_267,2016-03-14,11:39:24,,,3,415533,17,50,20,70,2671,1
SI_267,2016-03-14,11:39:27,,,3,418958,18,23,22,45,3423,1
SI_267,2016-03-14,11:39:31,,,3,430836,19,87,96,183,11875,1
SI_267,2016-03-14,11:39:42,,,3,432152,20,51,88,,1315,0
