id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_260,2016-04-06,12:14:17,,,5,593749,1,43,27,70,4907,1
SI_260,2016-04-06,12:14:22,,,5,597542,2,45,21,66,3790,1
SI_260,2016-04-06,12:14:25,,,5,604632,3,74,60,134,7089,1
SI_260,2016-04-06,12:14:32,,,5,608743,4,12,17,29,4110,1
SI_260,2016-04-06,12:14:37,,,5,614149,5,59,34,93,5404,1
SI_260,2016-04-06,12:14:42,,,5,621601,6,92,72,164,7451,1
SI_260,2016-04-06,12:14:49,,,5,627711,7,42,98,140,6110,1
SI_260,2016-04-06,12:14:56,,,5,638598,8,37,58,95,10886,1
SI_260,2016-04-06,12:15:06,,,5,643382,9,12,53,65,4783,1
SI_260,2016-04-06,12:15:11,,,5,646604,10,28,71,99,3220,1
SI_260,2016-04-06,12:15:14,,,5,661001,11,25,97,122,14396,1
SI_260,2016-04-06,12:15:29,,,5,667590,12,42,17,59,6587,1
SI_260,2016-04-06,12:15:35,,,5,673264,13,33,61,94,5672,1
SI_260,2016-04-06,12:15:41,,,5,681500,14,46,74,120,8235,1
SI_260,2016-04-06,12:15:49,,,5,687641,15,96,18,114,6140,1
SI_260,2016-04-06,12:15:55,,,5,697754,16,35,18,53,10111,1
SI_260,2016-04-06,12:16:06,,,5,703760,17,84,56,140,6005,1
SI_260,2016-04-06,12:16:12,,,5,708843,18,53,29,,5083,0
