id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_285,2016-05-04,05:27:19,,,1,8565,1,79,96,175,2815,1
SI_285,2016-05-04,05:27:22,,,1,12239,2,96,36,132,3670,1
SI_285,2016-05-04,05:27:26,,,1,14457,3,34,60,94,2214,1
SI_285,2016-05-04,05:27:28,,,1,17975,4,66,48,114,3515,1
SI_285,2016-05-04,05:27:32,,,1,20770,5,32,44,76,2792,1
SI_285,2016-05-04,05:27:34,,,1,23181,6,52,16,68,2407,1
SI_285,2016-05-04,05:27:37,,,1,26513,7,29,89,118,3330,1
SI_285,2016-05-04,05:27:40,,,1,28933,8,81,47,120,2417,0
SI_285,2016-05-04,05:27:42,,,1,35461,9,79,48,127,6526,1
SI_285,2016-05-04,05:27:49,,,1,38040,10,32,66,98,2577,1
SI_285,2016-05-04,05:27:52,,,1,41068,11,48,84,132,3025,1
SI_285,2016-05-04,05:27:55,,,1,43973,12,54,63,117,2901,1
SI_285,2016-05-04,05:27:58,,,1,46810,13,33,51,84,2834,1
SI_285,2016-05-04,05:28:00,,,1,49589,14,40,35,75,2777,1
SI_285,2016-05-04,05:28:03,,,1,53302,15,55,39,94,3709,1
SI_285,2016-05-04,05:28:07,,,1,56492,16,84,62,146,3188,1
SI_285,2016-05-04,05:28:10,,,1,58569,17,13,20,33,2073,1
SI_285,2016-05-04,05:28:12,,,1,60580,18,27,50,77,2009,1
SI_285,2016-05-04,05:28:14,,,1,63341,19,72,61,133,2759,1
SI_285,2016-05-04,05:28:17,,,1,66098,20,23,54,77,2746,1
SI_285,2016-05-04,05:28:20,,,1,70055,21,28,58,86,3954,1
SI_285,2016-05-04,05:28:24,,,1,73722,22,57,12,69,3665,1
SI_285,2016-05-04,05:28:27,,,1,75924,23,62,53,115,2199,1
SI_285,2016-05-04,05:28:29,,,1,81308,24,36,50,86,5383,1
SI_285,2016-05-04,05:28:35,,,1,86455,25,68,17,85,5143,1
SI_285,2016-05-04,05:28:40,,,1,89825,26,83,41,124,3367,1
SI_285,2016-05-04,05:28:43,,,1,93358,27,21,55,76,3531,1
SI_285,2016-05-04,05:28:47,,,1,96745,28,66,47,113,3384,1
SI_285,2016-05-04,05:28:50,,,1,100715,29,93,75,168,3968,1
SI_285,2016-05-04,05:28:54,,,1,103734,30,60,25,85,3017,1
SI_285,2016-05-04,05:28:57,,,1,107054,31,55,93,148,3318,1
SI_285,2016-05-04,05:29:01,,,1,109510,32,61,73,134,2453,1
SI_285,2016-05-04,05:29:03,,,1,113227,33,72,50,122,3714,1
SI_285,2016-05-04,05:29:07,,,1,117193,34,74,23,97,3962,1
SI_285,2016-05-04,05:29:11,,,1,120722,35,49,52,101,3527,1
SI_285,2016-05-04,05:29:14,,,1,123437,36,73,32,105,2712,1
SI_285,2016-05-04,05:29:17,,,1,125721,37,72,81,153,2280,1
SI_285,2016-05-04,05:29:19,,,1,125787,38,16,75,,62,0
