id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_263,2016-03-30,05:40:09,,,4,454526,1,92,60,152,8344,1
SI_263,2016-03-30,05:40:18,,,4,468246,2,99,34,133,13720,1
SI_263,2016-03-30,05:40:32,,,4,485875,3,89,37,126,17629,1
SI_263,2016-03-30,05:40:49,,,4,494185,4,97,57,154,8309,1
SI_263,2016-03-30,05:40:57,,,4,503731,5,50,61,111,9546,1
SI_263,2016-03-30,05:41:07,,,4,512119,6,89,50,139,8388,1
SI_263,2016-03-30,05:41:15,,,4,518037,7,50,34,84,5918,1
SI_263,2016-03-30,05:41:21,,,4,527341,8,74,64,138,9304,1
SI_263,2016-03-30,05:41:31,,,4,540509,9,28,85,113,13168,1
SI_263,2016-03-30,05:41:44,,,4,548757,10,32,69,101,8248,1
SI_263,2016-03-30,05:41:52,,,4,555475,11,49,23,72,6718,1
SI_263,2016-03-30,05:41:59,,,4,562391,12,26,18,44,6916,1
SI_263,2016-03-30,05:42:06,,,4,566446,13,96,43,,4055,0
