id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_293,2016-04-21,20:37:57,,,3,284062,1,20,25,45,5960,1
SI_293,2016-04-21,20:38:03,,,3,291636,2,76,19,95,7569,1
SI_293,2016-04-21,20:38:10,,,3,298870,3,29,37,66,7229,1
SI_293,2016-04-21,20:38:17,,,3,306391,4,93,70,163,7519,1
SI_293,2016-04-21,20:38:25,,,3,312854,5,88,99,187,6463,1
SI_293,2016-04-21,20:38:31,,,3,325389,6,99,64,163,12535,1
SI_293,2016-04-21,20:38:44,,,3,335059,7,28,52,80,9669,1
SI_293,2016-04-21,20:38:54,,,3,340955,8,38,60,98,5895,1
SI_293,2016-04-21,20:38:59,,,3,356073,9,89,94,183,15117,1
SI_293,2016-04-21,20:39:15,,,3,370397,10,88,13,101,14323,1
SI_293,2016-04-21,20:39:29,,,3,381315,11,86,64,150,10918,1
SI_293,2016-04-21,20:39:40,,,3,394379,12,65,16,81,13063,1
SI_293,2016-04-21,20:39:53,,,3,398102,13,72,51,,3723,0
