id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_179,2015-10-19,16:50:15,1445266215928,5,528884,1,50,86,136,2911,1
SI_179,2015-10-19,16:50:18,1445266215928,5,542109,2,84,99,183,13225,1
SI_179,2015-10-19,16:50:32,1445266215928,5,547133,3,32,26,58,5024,1
SI_179,2015-10-19,16:50:37,1445266215928,5,552829,4,86,42,128,5696,1
SI_179,2015-10-19,16:50:42,1445266215928,5,559797,5,79,56,134,6968,0
SI_179,2015-10-19,16:50:49,1445266215928,5,569267,6,87,75,142,9470,0
SI_179,2015-10-19,16:50:59,1445266215928,5,575774,7,17,90,107,6506,1
SI_179,2015-10-19,16:51:05,1445266215928,5,582986,8,79,11,90,7212,1
SI_179,2015-10-19,16:51:12,1445266215928,5,586695,9,98,32,130,3709,1
SI_179,2015-10-19,16:51:16,1445266215928,5,591593,10,82,58,140,4897,1
SI_179,2015-10-19,16:51:21,1445266215928,5,594025,11,30,90,120,2432,1
SI_179,2015-10-19,16:51:23,1445266215928,5,604894,12,68,98,166,10869,1
SI_179,2015-10-19,16:51:34,1445266215928,5,606907,13,50,50,100,2013,1
SI_179,2015-10-19,16:51:36,1445266215928,5,609139,14,20,28,48,2231,1
SI_179,2015-10-19,16:51:39,1445266215928,5,613040,15,13,77,90,3901,1
SI_179,2015-10-19,16:51:42,1445266215928,5,618956,16,65,43,108,5916,1
SI_179,2015-10-19,16:51:48,1445266215928,5,623439,17,25,15,40,4483,1
SI_179,2015-10-19,16:51:53,1445266215928,5,629511,18,63,36,99,6072,1
SI_179,2015-10-19,16:51:59,1445266215928,5,637006,19,48,72,130,7495,0
SI_179,2015-10-19,16:52:06,1445266215928,5,641325,20,56,51,107,4319,1
SI_179,2015-10-19,16:52:11,1445266215928,5,645978,21,38,57,,4653,0
