id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_144,2015-05-10,22:34:36,1431290076473,2,169874,1,75,35,110,3286,1
SI_144,2015-05-10,22:34:39,1431290076473,2,175389,2,28,76,104,5514,1
SI_144,2015-05-10,22:34:45,1431290076473,2,178696,3,30,46,76,3306,1
SI_144,2015-05-10,22:34:48,1431290076473,2,181119,4,30,12,42,2423,1
SI_144,2015-05-10,22:34:51,1431290076473,2,186998,5,78,94,172,5878,1
SI_144,2015-05-10,22:34:56,1431290076473,2,190525,6,33,14,47,3527,1
SI_144,2015-05-10,22:35:00,1431290076473,2,192716,7,30,20,50,2190,1
SI_144,2015-05-10,22:35:02,1431290076473,2,198093,8,17,36,53,5377,1
SI_144,2015-05-10,22:35:07,1431290076473,2,201706,9,52,25,77,3612,1
SI_144,2015-05-10,22:35:11,1431290076473,2,208400,10,64,68,132,6692,1
SI_144,2015-05-10,22:35:18,1431290076473,2,215549,11,88,23,111,7149,1
SI_144,2015-05-10,22:35:25,1431290076473,2,227539,12,26,59,85,11990,1
SI_144,2015-05-10,22:35:37,1431290076473,2,234073,13,26,95,121,6534,1
SI_144,2015-05-10,22:35:43,1431290076473,2,240021,14,28,37,65,5946,1
SI_144,2015-05-10,22:35:49,1431290076473,2,244666,15,57,30,87,4644,1
SI_144,2015-05-10,22:35:54,1431290076473,2,256620,16,67,84,161,11953,0
SI_144,2015-05-10,22:36:06,1431290076473,2,259292,17,50,24,74,2672,1
SI_144,2015-05-10,22:36:09,1431290076473,2,262482,18,32,11,43,3190,1
SI_144,2015-05-10,22:36:12,1431290076473,2,265528,19,52,51,103,3044,1
SI_144,2015-05-10,22:36:15,1431290076473,2,268752,20,82,83,165,3223,1
SI_144,2015-05-10,22:36:18,1431290076473,2,275340,21,97,82,179,6588,1
SI_144,2015-05-10,22:36:25,1431290076473,2,280811,22,23,75,98,5470,1
SI_144,2015-05-10,22:36:30,1431290076473,2,286052,23,37,87,124,5241,1
SI_144,2015-05-10,22:36:35,1431290076473,2,286589,24,98,84,,536,0
