id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_112_Morgon,2015-03-10,16:24:22,1426001062366,4,412289,1,62,81,143,9601,1
SI_112_Morgon,2015-03-10,16:24:31,1426001062366,4,418547,2,16,21,37,6258,1
SI_112_Morgon,2015-03-10,16:24:38,1426001062366,4,425115,3,38,58,96,6568,1
SI_112_Morgon,2015-03-10,16:24:44,1426001062366,4,432565,4,15,20,35,7450,1
SI_112_Morgon,2015-03-10,16:24:52,1426001062366,4,447652,5,53,13,66,15087,1
SI_112_Morgon,2015-03-10,16:25:07,1426001062366,4,450734,6,60,33,93,3082,1
SI_112_Morgon,2015-03-10,16:25:10,1426001062366,4,457126,7,79,34,113,6392,1
SI_112_Morgon,2015-03-10,16:25:16,1426001062366,4,477936,8,79,98,178,20810,0
SI_112_Morgon,2015-03-10,16:25:37,1426001062366,4,482634,9,90,42,13,4698,0
SI_112_Morgon,2015-03-10,16:25:42,1426001062366,4,489290,10,57,30,87,6656,1
SI_112_Morgon,2015-03-10,16:25:48,1426001062366,4,511606,11,57,76,134,22316,0
SI_112_Morgon,2015-03-10,16:26:11,1426001062366,4,521827,12,51,82,133,10221,1
SI_112_Morgon,2015-03-10,16:26:21,1426001062366,4,523096,13,90,97,,1269,0
