id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_228,2015-12-22,12:38:42,1450784322801,3,282216,1,75,64,139,6076,1
SI_228,2015-12-22,12:38:48,1450784322801,3,286717,2,82,61,143,4501,1
SI_228,2015-12-22,12:38:53,1450784322801,3,289649,3,43,80,123,2932,1
SI_228,2015-12-22,12:38:56,1450784322801,3,293383,4,73,35,108,3734,1
SI_228,2015-12-22,12:39:00,1450784322801,3,298118,5,84,87,151,4735,0
SI_228,2015-12-22,12:39:04,1450784322801,3,304849,6,19,47,66,6731,1
SI_228,2015-12-22,12:39:11,1450784322801,3,307884,7,52,40,92,3035,1
SI_228,2015-12-22,12:39:14,1450784322801,3,310617,8,26,26,52,2733,1
SI_228,2015-12-22,12:39:17,1450784322801,3,314417,9,12,56,68,3800,1
SI_228,2015-12-22,12:39:21,1450784322801,3,319415,10,83,87,170,4998,1
SI_228,2015-12-22,12:39:26,1450784322801,3,323714,11,99,35,134,4299,1
SI_228,2015-12-22,12:39:30,1450784322801,3,329803,12,29,91,120,6089,1
SI_228,2015-12-22,12:39:36,1450784322801,3,337506,13,51,93,144,7703,1
SI_228,2015-12-22,12:39:44,1450784322801,3,341721,14,77,31,108,4215,1
SI_228,2015-12-22,12:39:48,1450784322801,3,345122,15,34,80,114,3401,1
SI_228,2015-12-22,12:39:51,1450784322801,3,347757,16,67,90,157,2635,1
SI_228,2015-12-22,12:39:54,1450784322801,3,350488,17,42,33,75,2731,1
SI_228,2015-12-22,12:39:57,1450784322801,3,354937,18,82,68,150,4449,1
SI_228,2015-12-22,12:40:01,1450784322801,3,358354,19,13,81,94,3417,1
SI_228,2015-12-22,12:40:05,1450784322801,3,361988,20,66,71,137,3634,1
SI_228,2015-12-22,12:40:08,1450784322801,3,365937,21,37,74,101,3949,0
SI_228,2015-12-22,12:40:12,1450784322801,3,370290,22,30,82,112,4353,1
SI_228,2015-12-22,12:40:16,1450784322801,3,374121,23,50,68,108,3831,0
SI_228,2015-12-22,12:40:20,1450784322801,3,388493,24,84,37,131,14372,0
SI_228,2015-12-22,12:40:35,1450784322801,3,391340,25,90,67,157,2847,1
SI_228,2015-12-22,12:40:38,1450784322801,3,394323,26,21,16,37,2983,1
SI_228,2015-12-22,12:40:40,1450784322801,3,396143,27,57,37,,1820,0
