id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_274,2016-04-30,05:37:47,,,4,402022,1,72,17,89,3384,1
SI_274,2016-04-30,05:37:51,,,4,408470,2,68,81,149,6447,1
SI_274,2016-04-30,05:37:57,,,4,410924,3,50,45,95,2454,1
SI_274,2016-04-30,05:38:00,,,4,415518,4,43,74,117,4593,1
SI_274,2016-04-30,05:38:04,,,4,420301,5,11,55,66,4783,1
SI_274,2016-04-30,05:38:09,,,4,424369,6,87,95,183,4068,0
SI_274,2016-04-30,05:38:13,,,4,427060,7,35,12,47,2691,1
SI_274,2016-04-30,05:38:16,,,4,431185,8,35,49,84,4125,1
SI_274,2016-04-30,05:38:20,,,4,436367,9,94,26,120,5182,1
SI_274,2016-04-30,05:38:25,,,4,440135,10,57,22,79,3768,1
SI_274,2016-04-30,05:38:29,,,4,443554,11,19,54,73,3419,1
SI_274,2016-04-30,05:38:32,,,4,445819,12,18,80,98,2265,1
SI_274,2016-04-30,05:38:35,,,4,448484,13,50,45,95,2665,1
SI_274,2016-04-30,05:38:37,,,4,455647,14,69,91,160,7163,1
SI_274,2016-04-30,05:38:44,,,4,459197,15,14,11,25,3550,1
SI_274,2016-04-30,05:38:48,,,4,461973,16,95,40,135,2776,1
SI_274,2016-04-30,05:38:51,,,4,469506,17,81,41,122,7533,1
SI_274,2016-04-30,05:38:58,,,4,474331,18,18,86,104,4825,1
SI_274,2016-04-30,05:39:03,,,4,485805,19,28,35,63,11474,1
SI_274,2016-04-30,05:39:15,,,4,491069,20,63,86,129,5264,0
SI_274,2016-04-30,05:39:20,,,4,498055,21,95,93,188,6985,1
SI_274,2016-04-30,05:39:27,,,4,504751,22,39,61,100,6696,1
SI_274,2016-04-30,05:39:34,,,4,509855,23,25,15,40,5104,1
SI_274,2016-04-30,05:39:39,,,4,514658,24,13,78,91,4803,1
SI_274,2016-04-30,05:39:43,,,4,518641,25,21,33,,3983,0
