id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_269,2016-03-14,20:44:25,,,2,152602,1,38,71,109,3948,1
SI_269,2016-03-14,20:44:29,,,2,158252,2,14,17,31,5650,1
SI_269,2016-03-14,20:44:35,,,2,163665,3,23,93,116,5413,1
SI_269,2016-03-14,20:44:40,,,2,169616,4,25,69,104,5951,0
SI_269,2016-03-14,20:44:46,,,2,172881,5,52,54,106,3265,1
SI_269,2016-03-14,20:44:50,,,2,178495,6,45,82,12,5614,0
SI_269,2016-03-14,20:44:55,,,2,179543,7,58,51,7,1048,0
SI_269,2016-03-14,20:44:56,,,2,189831,8,12,47,59,10287,1
SI_269,2016-03-14,20:45:07,,,2,192326,9,31,21,52,2495,1
SI_269,2016-03-14,20:45:09,,,2,196996,10,97,52,149,4670,1
SI_269,2016-03-14,20:45:14,,,2,200964,11,95,59,154,3968,1
SI_269,2016-03-14,20:45:18,,,2,205462,12,46,57,103,4498,1
SI_269,2016-03-14,20:45:22,,,2,208001,13,75,20,95,2539,1
SI_269,2016-03-14,20:45:25,,,2,210950,14,63,23,86,2949,1
SI_269,2016-03-14,20:45:28,,,2,214778,15,36,68,104,3828,1
SI_269,2016-03-14,20:45:32,,,2,217896,16,14,83,97,3118,1
SI_269,2016-03-14,20:45:35,,,2,220201,17,20,61,81,2305,1
SI_269,2016-03-14,20:45:37,,,2,223586,18,41,34,75,3385,1
SI_269,2016-03-14,20:45:40,,,2,227746,19,13,27,39,4159,0
SI_269,2016-03-14,20:45:44,,,2,230895,20,52,58,110,3148,1
SI_269,2016-03-14,20:45:48,,,2,234312,21,46,32,7,3417,0
SI_269,2016-03-14,20:45:51,,,2,243180,22,25,70,95,8868,1
SI_269,2016-03-14,20:46:00,,,2,248140,23,19,36,55,4959,1
SI_269,2016-03-14,20:46:05,,,2,253937,24,73,49,122,5797,1
SI_269,2016-03-14,20:46:11,,,2,256346,25,20,14,34,2409,1
SI_269,2016-03-14,20:46:13,,,2,261714,26,69,76,145,5368,1
SI_269,2016-03-14,20:46:18,,,2,266830,27,98,53,151,5116,1
SI_269,2016-03-14,20:46:24,,,2,269138,28,22,87,,2308,0
