id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_272,2016-04-14,10:44:05,,,5,558324,1,34,38,82,10455,0
SI_272,2016-04-14,10:44:15,,,5,572544,2,57,75,137,14217,0
SI_272,2016-04-14,10:44:29,,,5,580142,3,63,29,88,7597,0
SI_272,2016-04-14,10:44:37,,,5,584852,4,53,25,78,4707,1
SI_272,2016-04-14,10:44:42,,,5,591063,5,26,19,45,6210,1
SI_272,2016-04-14,10:44:48,,,5,599128,6,27,52,74,8064,0
SI_272,2016-04-14,10:44:56,,,5,606865,7,81,33,124,7735,0
SI_272,2016-04-14,10:45:04,,,5,615848,8,18,79,97,8982,1
SI_272,2016-04-14,10:45:13,,,5,625969,9,87,28,115,10121,1
SI_272,2016-04-14,10:45:23,,,5,634144,10,33,84,127,8175,0
SI_272,2016-04-14,10:45:31,,,5,641013,11,80,51,131,6865,1
SI_272,2016-04-14,10:45:38,,,5,649187,12,56,48,104,8173,1
SI_272,2016-04-14,10:45:46,,,5,659376,13,31,76,107,10188,1
SI_272,2016-04-14,10:45:56,,,5,667636,14,35,59,94,8260,1
SI_272,2016-04-14,10:46:04,,,5,667867,15,84,79,,230,0
