id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_265,2016-03-09,05:58:34,,,3,309633,1,29,89,118,5672,1
SI_265,2016-03-09,05:58:39,,,3,313897,2,48,82,130,4264,1
SI_265,2016-03-09,05:58:44,,,3,316930,3,45,24,69,3033,1
SI_265,2016-03-09,05:58:47,,,3,321180,4,36,73,109,4250,1
SI_265,2016-03-09,05:58:51,,,3,324046,5,15,70,85,2866,1
SI_265,2016-03-09,05:58:54,,,3,330182,6,46,28,74,6136,1
SI_265,2016-03-09,05:59:00,,,3,333904,7,39,61,100,3722,1
SI_265,2016-03-09,05:59:04,,,3,341063,8,38,15,53,7159,1
SI_265,2016-03-09,05:59:11,,,3,349384,9,53,75,128,8321,1
SI_265,2016-03-09,05:59:19,,,3,355646,10,68,58,126,6262,1
SI_265,2016-03-09,05:59:25,,,3,359504,11,31,77,108,3858,1
SI_265,2016-03-09,05:59:29,,,3,370313,12,86,32,118,10809,1
SI_265,2016-03-09,05:59:40,,,3,375881,13,23,91,114,5568,1
SI_265,2016-03-09,05:59:46,,,3,382896,14,59,48,107,7015,1
SI_265,2016-03-09,05:59:53,,,3,390813,15,47,26,73,7917,1
SI_265,2016-03-09,06:00:01,,,3,395630,16,26,81,107,4817,1
SI_265,2016-03-09,06:00:05,,,3,401963,17,71,28,99,6333,1
SI_265,2016-03-09,06:00:12,,,3,405097,18,39,20,59,3134,1
SI_265,2016-03-09,06:00:15,,,3,414248,19,78,36,114,9151,1
SI_265,2016-03-09,06:00:24,,,3,420569,20,99,73,172,6321,1
SI_265,2016-03-09,06:00:30,,,3,423680,21,11,27,38,3111,1
SI_265,2016-03-09,06:00:33,,,3,426027,22,40,51,,2347,0
