id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
Sl_164_res,2015-06-09,12:36:34,1433846194396,4,469788,1,53,80,133,5731,1
Sl_164_res,2015-06-09,12:36:40,1433846194396,4,473356,2,77,21,98,3568,1
Sl_164_res,2015-06-09,12:36:43,1433846194396,4,477748,3,55,23,78,4392,1
Sl_164_res,2015-06-09,12:36:48,1433846194396,4,483100,4,94,99,193,5352,1
Sl_164_res,2015-06-09,12:36:53,1433846194396,4,487380,5,68,81,149,4280,1
Sl_164_res,2015-06-09,12:36:57,1433846194396,4,492796,6,42,95,137,5416,1
Sl_164_res,2015-06-09,12:37:03,1433846194396,4,495956,7,76,72,148,3160,1
Sl_164_res,2015-06-09,12:37:06,1433846194396,4,499795,8,24,80,104,3839,1
Sl_164_res,2015-06-09,12:37:10,1433846194396,4,504020,9,12,87,99,4224,1
Sl_164_res,2015-06-09,12:37:14,1433846194396,4,508667,10,16,91,107,4647,1
Sl_164_res,2015-06-09,12:37:19,1433846194396,4,514099,11,23,75,98,5432,1
Sl_164_res,2015-06-09,12:37:24,1433846194396,4,518459,12,16,82,98,4360,1
Sl_164_res,2015-06-09,12:37:28,1433846194396,4,523011,13,49,28,77,4552,1
Sl_164_res,2015-06-09,12:37:33,1433846194396,4,525819,14,70,18,88,2808,1
Sl_164_res,2015-06-09,12:37:36,1433846194396,4,531723,15,64,49,123,5904,0
Sl_164_res,2015-06-09,12:37:42,1433846194396,4,536107,16,73,75,148,4384,1
Sl_164_res,2015-06-09,12:37:46,1433846194396,4,547962,17,67,85,152,11855,1
Sl_164_res,2015-06-09,12:37:58,1433846194396,4,553770,18,58,88,146,5808,1
Sl_164_res,2015-06-09,12:38:04,1433846194396,4,558066,19,49,32,61,4296,0
Sl_164_res,2015-06-09,12:38:08,1433846194396,4,562226,20,12,82,94,4160,1
Sl_164_res,2015-06-09,12:38:12,1433846194396,4,566698,21,25,43,68,4472,1
Sl_164_res,2015-06-09,12:38:17,1433846194396,4,570570,22,22,38,60,3872,1
Sl_164_res,2015-06-09,12:38:20,1433846194396,4,574993,23,28,87,115,4423,1
Sl_164_res,2015-06-09,12:38:25,1433846194396,4,578593,24,84,70,154,3599,1
Sl_164_res,2015-06-09,12:38:28,1433846194396,4,584057,25,25,58,,5464,0
