id,date,time,t0,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_222,2015-12-04,16:24:02,1449242642446,2,152694,1,40,57,97,3863,1
SI_222,2015-12-04,16:24:06,1449242642446,2,168524,2,82,91,173,15830,1
SI_222,2015-12-04,16:24:22,1449242642446,2,174462,3,54,25,79,5938,1
SI_222,2015-12-04,16:24:28,1449242642446,2,183742,4,28,29,47,9280,0
SI_222,2015-12-04,16:24:37,1449242642446,2,200287,5,47,79,127,16545,0
SI_222,2015-12-04,16:24:53,1449242642446,2,216805,6,67,68,125,16518,0
SI_222,2015-12-04,16:25:10,1449242642446,2,229665,7,58,70,18,12860,0
SI_222,2015-12-04,16:25:23,1449242642446,2,235484,8,50,41,91,5819,1
SI_222,2015-12-04,16:25:29,1449242642446,2,239985,9,31,70,101,4501,1
SI_222,2015-12-04,16:25:33,1449242642446,2,255240,10,79,95,173,15255,0
SI_222,2015-12-04,16:25:48,1449242642446,2,267235,11,44,81,125,11995,1
SI_222,2015-12-04,16:26:00,1449242642446,2,269202,12,92,53,,1967,0
