id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_266,2016-03-09,11:24:53,,,1,10517,1,65,64,129,4805,1
SI_266,2016-03-09,11:24:57,,,1,15438,2,97,20,117,4919,1
SI_266,2016-03-09,11:25:02,,,1,19967,3,99,33,132,4528,1
SI_266,2016-03-09,11:25:07,,,1,23913,4,54,13,67,3946,1
SI_266,2016-03-09,11:25:11,,,1,27226,5,50,90,140,3312,1
SI_266,2016-03-09,11:25:14,,,1,33913,6,78,92,170,6686,1
SI_266,2016-03-09,11:25:21,,,1,37867,7,11,48,59,3953,1
SI_266,2016-03-09,11:25:25,,,1,49139,8,38,39,77,11271,1
SI_266,2016-03-09,11:25:36,,,1,54417,9,26,18,44,5277,1
SI_266,2016-03-09,11:25:41,,,1,60282,10,82,27,109,5863,1
SI_266,2016-03-09,11:25:47,,,1,64521,11,64,25,89,4238,1
SI_266,2016-03-09,11:25:51,,,1,71355,12,73,83,156,6833,1
SI_266,2016-03-09,11:25:58,,,1,79234,13,66,15,81,7877,1
SI_266,2016-03-09,11:26:06,,,1,88926,14,44,83,127,9690,1
SI_266,2016-03-09,11:26:16,,,1,101706,15,15,18,33,12779,1
SI_266,2016-03-09,11:26:29,,,1,114582,16,93,64,157,12875,1
SI_266,2016-03-09,11:26:41,,,1,124137,17,49,44,93,9554,1
SI_266,2016-03-09,11:26:51,,,1,125710,18,53,14,,1571,0
