id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_257,2016-03-01,05:39:27,,,1,10697,1,41,96,137,5018,1
SI_257,2016-03-01,05:39:32,,,1,13791,2,50,52,102,3092,1
SI_257,2016-03-01,05:39:35,,,1,20369,3,38,74,112,6576,1
SI_257,2016-03-01,05:39:42,,,1,27633,4,67,15,82,7261,1
SI_257,2016-03-01,05:39:49,,,1,42061,5,96,68,164,14427,1
SI_257,2016-03-01,05:40:03,,,1,47626,6,49,42,91,5563,1
SI_257,2016-03-01,05:40:09,,,1,50725,7,69,30,99,3098,1
SI_257,2016-03-01,05:40:12,,,1,56636,8,97,30,127,5910,1
SI_257,2016-03-01,05:40:18,,,1,64915,9,63,60,123,8278,1
SI_257,2016-03-01,05:40:26,,,1,69581,10,46,45,91,4666,1
SI_257,2016-03-01,05:40:31,,,1,75709,11,46,17,63,6126,1
SI_257,2016-03-01,05:40:37,,,1,82920,12,26,57,63,7210,0
SI_257,2016-03-01,05:40:44,,,1,91897,13,39,68,107,8976,1
SI_257,2016-03-01,05:40:53,,,1,97612,14,97,11,108,5714,1
SI_257,2016-03-01,05:40:59,,,1,103420,15,34,60,94,5806,1
SI_257,2016-03-01,05:41:05,,,1,111950,16,18,76,94,8528,1
SI_257,2016-03-01,05:41:13,,,1,117787,17,92,51,143,5836,1
SI_257,2016-03-01,05:41:19,,,1,124464,18,33,37,70,6676,1
SI_257,2016-03-01,05:41:26,,,1,125677,19,65,91,,1212,0
