id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,base1,base2,answer_m,time_m,correct
SI_281,2016-04-09,10:32:51,,,3,270478,1,66,39,105,4933,1
SI_281,2016-04-09,10:32:56,,,3,274827,2,25,95,120,4346,1
SI_281,2016-04-09,10:33:00,,,3,277143,3,15,12,27,2316,1
SI_281,2016-04-09,10:33:02,,,3,283773,4,89,65,154,6628,1
SI_281,2016-04-09,10:33:09,,,3,285932,5,30,67,97,2158,1
SI_281,2016-04-09,10:33:11,,,3,288286,6,70,33,103,2353,1
SI_281,2016-04-09,10:33:14,,,3,291485,7,91,14,105,3198,1
SI_281,2016-04-09,10:33:17,,,3,296100,8,68,70,138,4615,1
SI_281,2016-04-09,10:33:21,,,3,300419,9,90,49,139,4318,1
SI_281,2016-04-09,10:33:26,,,3,303878,10,46,33,79,3457,1
SI_281,2016-04-09,10:33:29,,,3,308658,11,75,51,126,4776,1
SI_281,2016-04-09,10:33:34,,,3,314859,12,92,44,136,6200,1
SI_281,2016-04-09,10:33:40,,,3,321137,13,27,95,122,6274,1
SI_281,2016-04-09,10:33:46,,,3,324397,14,62,30,92,3258,1
SI_281,2016-04-09,10:33:50,,,3,330001,15,15,97,112,5600,1
SI_281,2016-04-09,10:33:55,,,3,333756,16,86,30,106,3755,0
SI_281,2016-04-09,10:33:59,,,3,342280,17,17,36,55,8522,0
SI_281,2016-04-09,10:34:08,,,3,353183,18,45,94,139,10901,1
SI_281,2016-04-09,10:34:18,,,3,358318,19,94,75,169,5131,1
SI_281,2016-04-09,10:34:24,,,3,361552,20,90,64,154,3232,1
SI_281,2016-04-09,10:34:27,,,3,363723,21,80,15,95,2169,1
SI_281,2016-04-09,10:34:29,,,3,368892,22,17,21,38,5165,1
SI_281,2016-04-09,10:34:34,,,3,373638,23,99,54,153,4744,1
SI_281,2016-04-09,10:34:39,,,3,382949,24,85,57,142,9309,1
SI_281,2016-04-09,10:34:48,,,3,385540,25,80,85,,2590,0
