id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_203,2015-10-27,12:40:22,1445946022740,4,427130,1,1,7,13,12,6,11,2,14,15,,"4,4",1,1.777
Sl_203,2015-10-27,12:40:35,1445946022740,4,440646,2,2,7,3,6,9,13,12,1,5,,"7,5",1,2.676
Sl_203,2015-10-27,12:40:48,1445946022740,4,454758,3,3,7,11,7,15,2,9,16,12,,"7,2",1,3.274
Sl_203,2015-10-27,12:41:03,1445946022740,4,466960,4,4,7,6,14,5,3,12,15,11,,"3,4",1,1.359
Sl_203,2015-10-27,12:41:15,1445946022740,4,479905,5,5,7,4,11,10,1,14,15,12,,"2,4",1,2.106
Sl_203,2015-10-27,12:41:28,1445946022740,4,492486,6,6,7,13,2,1,6,7,8,15,,"2,2",1,1.736
Sl_203,2015-10-27,12:41:40,1445946022740,4,506106,7,7,7,6,13,5,2,8,16,10,,"16,6",1,2.783
Sl_203,2015-10-27,12:41:54,1445946022740,4,518919,8,8,7,15,7,14,10,3,16,5,,"3,5",1,1.96
Sl_203,2015-10-27,12:42:07,1445946022740,4,531894,9,9,7,11,1,3,10,7,12,9,,"7,4",1,2.137
Sl_203,2015-10-27,12:42:20,1445946022740,4,544555,10,10,7,8,12,7,3,14,1,6,,"2,4",1,1.824
