id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_252,2016-03-07,21:32:53,,,1,18146,1,1,7,12,13,10,4,9,8,6,,"13,2",0,1.627
SI_252,2016-03-07,21:33:05,,,1,30209,2,2,7,7,16,3,8,15,14,9,,"9,4",1,1.205
SI_252,2016-03-07,21:33:17,,,1,42411,3,3,7,6,10,15,13,1,5,11,,"15,3",1,1.356
SI_252,2016-03-07,21:33:29,,,1,54522,4,4,7,13,8,10,6,16,3,4,,"6,3",0,1.263
SI_252,2016-03-07,21:33:41,,,1,66557,5,5,7,16,11,4,2,5,6,15,,"16,1",1,1.192
SI_252,2016-03-07,21:33:53,,,1,78562,6,6,7,5,10,16,9,11,2,7,,"2,3",1,1.152
SI_252,2016-03-07,21:34:05,,,1,94105,7,7,7,9,3,12,10,16,15,8,,"15,4",1,4.7
SI_252,2016-03-07,21:34:21,,,1,107455,8,8,7,6,13,5,3,8,2,4,,"5,3",0,2.505
SI_252,2016-03-07,21:34:34,,,1,119375,9,9,7,15,10,5,9,2,13,16,,"3,2",1,1.064
SI_252,2016-03-07,21:34:46,,,1,131344,10,10,7,9,15,12,16,5,10,2,,"11,3",1,1.124
