id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_182,2015-10-10,22:34:29,1444509269695,4,399664,1,1,7,8,6,5,7,11,13,10,,"1,4",1,2.006
SI_182,2015-10-10,22:34:42,1444509269695,4,411858,2,2,7,14,1,8,9,11,4,13,,"4,2",1,1.344
SI_182,2015-10-10,22:34:54,1444509269695,4,424438,3,3,7,3,4,8,16,10,7,11,,"2,4",1,1.732
SI_182,2015-10-10,22:35:07,1444509269695,4,436376,4,4,7,16,12,6,10,4,3,14,,"16,1",1,1.083
SI_182,2015-10-10,22:35:19,1444509269695,4,449329,5,5,7,16,15,2,6,5,8,3,,"15,3",1,2.098
SI_182,2015-10-10,22:35:32,1444509269695,4,461525,6,6,7,5,3,15,2,12,13,14,,"5,1",1,1.348
SI_182,2015-10-10,22:35:44,1444509269695,4,473529,7,7,7,13,6,16,11,12,2,1,,"1,7",1,1.152
SI_182,2015-10-10,22:35:56,1444509269695,4,486985,8,8,7,7,15,10,5,11,3,2,,"14,2",1,2.609
SI_182,2015-10-10,22:36:09,1444509269695,4,501353,9,9,7,12,8,16,10,9,13,5,,"16,3",1,3.515
SI_182,2015-10-10,22:36:24,1444509269695,4,513471,10,10,7,16,7,2,10,3,11,4,,"13,7",1,1.269
