id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_163,2015-06-09,17:38:59,1433864339918,5,550319,1,1,7,13,1,14,11,3,15,4,,"2,3",0,8.863
SI_163,2015-06-09,17:39:19,1433864339918,5,562977,2,2,7,12,15,3,11,14,4,8,,"8,7",1,1.808
SI_163,2015-06-09,17:39:32,1433864339918,5,577658,3,3,7,8,13,3,16,4,14,1,,"8,1",0,3.822
SI_163,2015-06-09,17:39:46,1433864339918,5,590162,4,4,7,14,8,15,7,10,16,11,,"7,5",0,1.645
SI_163,2015-06-09,17:39:59,1433864339918,5,602648,5,5,7,6,8,7,5,16,10,12,,"2,4",1,1.615
SI_163,2015-06-09,17:40:11,1433864339918,5,619015,6,6,7,11,6,1,14,4,7,9,,"11,1",0,5.513
SI_163,2015-06-09,17:40:28,1433864339918,5,631624,7,7,7,13,15,9,10,11,8,3,,"11,5",1,1.737
SI_163,2015-06-09,17:40:40,1433864339918,5,647766,8,8,7,2,12,3,6,10,14,4,,"12,2",0,5.284
SI_163,2015-06-09,17:40:57,1433864339918,5,659769,9,9,7,5,16,8,4,9,13,3,,"11,7",1,1.144
SI_163,2015-06-09,17:41:09,1433864339918,5,675455,10,10,7,11,16,2,15,6,5,1,,"11,3",1,4.815
