id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_275,2016-03-22,21:27:44,,,1,17863,1,1,7,16,14,3,5,1,8,2,,"4,2",1,1.29
SI_275,2016-03-22,21:27:56,,,1,30379,2,2,7,12,13,4,10,7,6,11,,"11,7",1,1.605
SI_275,2016-03-22,21:28:08,,,1,42889,3,3,7,11,1,4,15,13,7,9,,"11,1",1,1.585
SI_275,2016-03-22,21:28:21,,,1,55692,4,4,7,12,8,6,2,3,16,10,,"9,2",1,1.854
SI_275,2016-03-22,21:28:34,,,1,68040,5,5,7,7,14,5,16,1,11,6,,"3,2",1,1.463
SI_275,2016-03-22,21:28:46,,,1,81472,6,6,7,12,11,1,6,16,8,3,,"10,2",1,2.512
SI_275,2016-03-22,21:29:00,,,1,97092,7,7,7,13,7,5,9,11,8,14,,"13,6",1,3.599
SI_275,2016-03-22,21:29:15,,,1,109604,8,8,7,8,4,13,10,2,5,16,,"10,4",0,1.605
SI_275,2016-03-22,21:29:28,,,1,121900,9,9,7,15,1,9,4,2,3,14,,"14,4",1,1.349
SI_275,2016-03-22,21:29:40,,,1,134244,10,10,7,8,12,7,3,4,9,14,,"12,2",0,1.396
