id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_213,2015-12-16,22:47:43,1450302463141,3,302433,1,1,7,5,15,1,11,12,14,9,,"14,5",0,6.816
SI_213,2015-12-16,22:48:00,1450302463141,3,314944,2,2,7,1,11,12,4,3,5,13,,"14,6",1,1.665
SI_213,2015-12-16,22:48:13,1450302463141,3,327727,3,3,7,14,3,12,6,2,5,7,,"12,3",1,1.934
SI_213,2015-12-16,22:48:26,1450302463141,3,340035,4,4,7,6,10,8,2,5,4,12,,"8,5",1,1.455
SI_213,2015-12-16,22:48:38,1450302463141,3,353162,5,5,7,13,1,10,15,9,2,16,,"2,6",1,2.282
SI_213,2015-12-16,22:48:51,1450302463141,3,365243,6,6,7,15,1,11,14,8,3,5,,"3,6",1,1.237
SI_213,2015-12-16,22:49:03,1450302463141,3,379962,7,7,7,9,15,14,1,12,3,2,,"12,5",1,3.874
SI_213,2015-12-16,22:49:18,1450302463141,3,393693,8,8,7,12,13,11,8,9,2,3,,"12,3",1,2.887
SI_213,2015-12-16,22:49:32,1450302463141,3,406178,9,9,7,8,1,9,3,5,7,14,,"1,7",1,1.634
SI_213,2015-12-16,22:49:44,1450302463141,3,418711,10,10,7,16,10,15,7,11,8,9,,"16,1",1,1.689
