id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_291,2016-05-25,04:19:28,,,5,1106468,1,1,7,3,2,16,15,4,9,12,,"15,4",1,1.396
Sl_291,2016-05-25,04:19:40,,,5,1119923,2,2,7,13,1,11,5,9,3,8,,"3,6",0,2.502
Sl_291,2016-05-25,04:19:53,,,5,1133791,3,3,7,3,13,5,10,12,7,11,,"5,6",0,2.942
Sl_291,2016-05-25,04:20:07,,,5,1146842,4,4,7,10,2,16,9,12,1,6,,"7,5",1,2.108
Sl_291,2016-05-25,04:20:20,,,5,1159256,5,5,7,2,11,8,15,13,16,12,,"16,6",1,1.486
Sl_291,2016-05-25,04:20:33,,,5,1171351,6,6,7,4,16,15,7,9,1,3,,"4,1",1,1.164
Sl_291,2016-05-25,04:20:45,,,5,1183575,7,7,7,9,13,3,1,15,14,5,,"3,3",1,1.28
Sl_291,2016-05-25,04:20:57,,,5,1195969,8,8,7,6,16,7,9,3,8,5,,"7,3",1,1.47
Sl_291,2016-05-25,04:21:10,,,5,1208123,9,9,7,6,2,4,15,12,9,13,,"9,6",1,1.197
Sl_291,2016-05-25,04:21:22,,,5,1220198,10,10,7,9,16,8,14,15,7,12,,"16,7",0,1.112
