id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_287,2016-05-21,06:31:48,,,5,547093,1,1,7,14,4,2,7,11,3,10,,"13,6",1,1.778
Sl_287,2016-05-21,06:32:01,,,5,559402,2,2,7,4,1,16,5,2,13,7,,"7,1",1,1.349
Sl_287,2016-05-21,06:32:13,,,5,573345,3,3,7,16,1,15,5,4,10,12,,"10,6",1,2.958
Sl_287,2016-05-21,06:32:27,,,5,586793,4,4,7,6,14,11,15,9,10,4,,"9,5",1,2.517
Sl_287,2016-05-21,06:32:40,,,5,601444,5,5,7,13,1,15,5,2,10,6,,"2,6",0,3.717
Sl_287,2016-05-21,06:32:55,,,5,614007,6,6,7,8,1,10,7,3,15,2,,"4,5",1,1.601
Sl_287,2016-05-21,06:33:08,,,5,629812,7,7,7,16,4,11,9,10,15,2,,"6,6",0,4.861
Sl_287,2016-05-21,06:33:24,,,5,642390,8,8,7,9,11,1,3,16,8,2,,"10,7",1,1.619
Sl_287,2016-05-21,06:33:36,,,5,656975,9,9,7,16,13,10,9,2,15,6,,"10,3",0,3.611
Sl_287,2016-05-21,06:33:51,,,5,669362,10,10,7,15,9,7,3,8,1,11,,"4,2",1,1.439
