id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_198,2015-10-18,16:05:52,1445177152360,1,17853,1,1,7,11,9,7,13,5,15,14,,"1,6",1,1.33
Sl_198,2015-10-18,16:06:04,1445177152360,1,30598,2,2,7,7,6,15,1,4,8,16,,"6,4",1,1.894
Sl_198,2015-10-18,16:06:17,1445177152360,1,44417,3,3,7,4,8,10,6,7,2,3,,"7,5",1,2.968
Sl_198,2015-10-18,16:06:31,1445177152360,1,56184,4,4,7,12,3,8,11,4,13,16,,"16,7",1,0.921
Sl_198,2015-10-18,16:06:42,1445177152360,1,68348,5,5,7,2,5,6,3,8,12,10,,"10,7",1,1.319
Sl_198,2015-10-18,16:06:55,1445177152360,1,81600,6,6,7,2,13,8,5,3,12,11,,"10,7",0,2.41
Sl_198,2015-10-18,16:07:08,1445177152360,1,94121,7,7,7,1,11,10,9,16,4,13,,"8,1",0,1.673
Sl_198,2015-10-18,16:07:20,1445177152360,1,107482,8,8,7,6,15,14,4,2,8,5,,"15,1",1,2.519
Sl_198,2015-10-18,16:07:34,1445177152360,1,121631,9,9,7,2,3,10,9,13,5,16,,"10,3",0,3.308
Sl_198,2015-10-18,16:07:48,1445177152360,1,133745,10,10,7,10,16,13,7,12,11,5,,"2,4",1,1.274
