id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_267,2016-03-14,11:42:22,,,5,606182,1,1,7,3,2,13,1,14,11,10,,"14,1",1,4.401
SI_267,2016-03-14,11:42:38,,,5,619243,2,2,7,14,16,11,15,6,10,5,,"13,6",1,2.069
SI_267,2016-03-14,11:42:51,,,5,633485,3,3,7,16,14,3,9,8,15,5,,"1,5",1,1.818
SI_267,2016-03-14,11:43:05,,,5,647162,4,4,7,11,13,7,3,16,12,8,,"14,5",1,2.723
SI_267,2016-03-14,11:43:19,,,5,660029,5,5,7,2,5,8,12,9,15,14,,"2,1",1,1.919
SI_267,2016-03-14,11:43:32,,,5,673168,6,6,7,6,3,8,7,2,13,11,,"3,2",1,2.185
SI_267,2016-03-14,11:43:45,,,5,687104,7,7,7,10,3,1,2,9,13,12,,"1,2",0,3.005
SI_267,2016-03-14,11:43:59,,,5,699848,8,8,7,4,14,13,1,10,8,12,,"8,4",1,1.804
SI_267,2016-03-14,11:44:11,,,5,712165,9,9,7,2,9,11,15,8,7,5,,"5,6",1,1.376
SI_267,2016-03-14,11:44:24,,,5,726586,10,10,7,7,13,8,1,16,2,15,,"8,3",1,3.51
