id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_256,2016-02-26,17:02:33,1456502553559,2,154695,1,1,7,8,5,3,4,11,10,12,,"12,7",1,1.243
SI_256,2016-02-26,17:02:45,1456502553559,2,166511,2,2,7,13,12,15,1,11,16,10,,"10,7",1,0.954
SI_256,2016-02-26,17:02:57,1456502553559,2,178870,3,3,7,3,13,15,6,11,16,4,,"7,1",1,1.486
SI_256,2016-02-26,17:03:09,1456502553559,2,191494,4,4,7,2,13,15,7,16,9,5,,"15,3",0,1.767
SI_256,2016-02-26,17:03:22,1456502553559,2,203584,5,5,7,7,11,3,15,10,6,13,,"6,7",1,1.228
SI_256,2016-02-26,17:03:34,1456502553559,2,216171,6,6,7,14,1,6,12,5,9,16,,"12,4",0,1.736
SI_256,2016-02-26,17:03:47,1456502553559,2,228067,7,7,7,7,2,6,10,13,12,5,,"15,5",1,1.047
SI_256,2016-02-26,17:03:59,1456502553559,2,239957,8,8,7,8,9,15,13,16,4,2,,"8,1",1,1.039
SI_256,2016-02-26,17:04:10,1456502553559,2,252024,9,9,7,7,2,11,9,12,5,6,,"12,5",0,1.216
SI_256,2016-02-26,17:04:23,1456502553559,2,264061,10,10,7,3,2,8,14,4,5,16,,"5,6",0,1.188
