id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_265,2016-03-09,05:53:35,,,1,17900,1,1,7,5,4,16,14,15,13,12,,"2,6",1,1.39
SI_265,2016-03-09,05:53:48,,,1,31946,2,2,7,8,16,13,9,1,5,2,,"14,4",1,3.193
SI_265,2016-03-09,05:54:02,,,1,45563,3,3,7,8,7,2,9,12,16,5,,"9,4",1,2.754
SI_265,2016-03-09,05:54:15,,,1,58031,4,4,7,5,13,14,9,10,1,16,,"16,7",1,1.612
SI_265,2016-03-09,05:54:28,,,1,71830,5,5,7,3,9,14,5,11,1,12,,"16,6",1,2.951
SI_265,2016-03-09,05:54:42,,,1,84446,6,6,7,9,6,10,13,12,3,16,,"12,5",1,1.768
SI_265,2016-03-09,05:54:54,,,1,97161,7,7,7,3,14,4,8,16,6,1,,"8,2",1,1.864
SI_265,2016-03-09,05:55:07,,,1,111563,8,8,7,16,14,12,6,15,5,10,,"12,3",1,3.557
SI_265,2016-03-09,05:55:21,,,1,124580,9,9,7,13,4,12,6,7,5,15,,"7,4",1,2.171
SI_265,2016-03-09,05:55:34,,,1,137980,10,10,7,16,1,7,14,10,15,2,,"7,3",1,2.555
