id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_218,2016-03-04,06:02:57,,,5,556977,1,1,7,12,5,11,9,13,16,10,,"11,3",0,2.21
SI_218,2016-03-04,06:03:10,,,5,575918,2,2,7,14,3,13,9,12,15,10,,"3,2",0,7.863
SI_218,2016-03-04,06:03:29,,,5,589105,3,3,7,1,11,7,9,15,13,5,,"2,4",1,2.095
SI_218,2016-03-04,06:03:42,,,5,605712,4,4,7,11,9,5,16,12,1,3,,"6,5",1,5.502
SI_218,2016-03-04,06:03:59,,,5,623020,5,5,7,13,6,16,7,5,11,3,,"11,6",0,6.26
SI_218,2016-03-04,06:04:16,,,5,639078,6,6,7,9,10,14,7,13,3,6,,"1,5",1,4.99
SI_218,2016-03-04,06:04:32,,,5,655342,7,7,7,12,1,7,2,3,10,6,,"7,4",1,5.245
SI_218,2016-03-04,06:04:48,,,5,669093,8,8,7,16,7,9,10,4,3,2,,"4,5",1,2.704
SI_218,2016-03-04,06:05:02,,,5,683040,9,9,7,7,11,5,14,10,12,16,,"12,6",1,2.889
SI_218,2016-03-04,06:05:16,,,5,699783,10,10,7,10,8,15,2,16,12,3,,"15,3",1,5.664
