id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_282,2016-04-09,06:03:52,,,2,156366,1,1,7,15,11,5,16,1,9,6,,"9,6",1,1.775
SI_282,2016-04-09,06:04:05,,,2,171545,2,2,7,6,14,15,11,3,4,1,,"4,6",0,4.317
SI_282,2016-04-09,06:04:20,,,2,183901,3,3,7,16,13,7,10,1,9,11,,"1,5",1,1.498
SI_282,2016-04-09,06:04:32,,,2,196104,4,4,7,14,4,2,15,8,6,13,,"4,2",1,1.339
SI_282,2016-04-09,06:04:45,,,2,208348,5,5,7,11,1,2,16,13,4,3,,"13,5",1,1.389
SI_282,2016-04-09,06:04:57,,,2,221174,6,6,7,10,14,16,4,15,2,8,,"10,1",1,1.97
SI_282,2016-04-09,06:05:10,,,2,237354,7,7,7,2,5,3,7,1,11,13,,"2,1",0,5.324
SI_282,2016-04-09,06:05:26,,,2,249938,8,8,7,6,13,5,12,11,1,3,,"15,6",0,1.728
SI_282,2016-04-09,06:05:38,,,2,263303,9,9,7,2,6,3,4,16,15,11,,"3,3",1,2.503
SI_282,2016-04-09,06:05:52,,,2,275685,10,10,7,10,8,4,16,3,6,11,,"8,2",0,1.519
