id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_249,2016-03-03,07:16:09,,,3,318576,1,1,7,4,15,9,16,8,7,11,,"9,3",1,2.055
SI_249,2016-03-03,07:16:22,,,3,330872,2,2,7,9,11,10,16,14,12,3,,"14,5",1,1.153
SI_249,2016-03-03,07:16:34,,,3,345723,3,3,7,2,9,16,15,13,8,10,,"10,1",1,3.889
SI_249,2016-03-03,07:16:49,,,3,361622,4,4,7,15,9,6,1,13,12,5,,"15,1",1,4.849
SI_249,2016-03-03,07:17:05,,,3,374171,5,5,7,7,11,13,2,5,14,9,,"5,1",0,1.497
SI_249,2016-03-03,07:17:17,,,3,387472,6,6,7,8,10,14,12,6,15,1,,"14,2",1,2.124
SI_249,2016-03-03,07:17:31,,,3,400259,7,7,7,8,1,2,3,7,4,14,,"1,1",1,1.706
SI_249,2016-03-03,07:17:44,,,3,412391,8,8,7,5,8,15,12,2,3,7,,"2,5",1,1.142
SI_249,2016-03-03,07:17:56,,,3,425459,9,9,7,2,5,13,14,4,6,1,,"9,6",1,2.005
SI_249,2016-03-03,07:18:09,,,3,437952,10,10,7,15,9,14,13,5,11,3,,"3,7",1,1.35
