id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_167,2015-07-01,12:29:51,1435746591730,3,307633,1,1,7,8,7,12,6,15,11,4,,"1,5",1,1.172
SI_167,2015-07-01,12:30:03,1435746591730,3,320247,2,2,7,13,2,4,9,5,16,7,,"2,5",1,1.715
SI_167,2015-07-01,12:30:16,1435746591730,3,332579,3,3,7,8,9,13,15,12,16,11,,"11,7",1,1.434
SI_167,2015-07-01,12:30:28,1435746591730,3,344560,4,4,7,14,12,10,2,3,15,5,,"2,7",1,1.094
SI_167,2015-07-01,12:30:40,1435746591730,3,356799,5,5,7,2,16,5,10,12,1,14,,"14,7",1,1.368
SI_167,2015-07-01,12:30:52,1435746591730,3,371098,6,6,7,13,8,2,15,6,4,7,,"2,3",0,3.404
SI_167,2015-07-01,12:31:07,1435746591730,3,383280,7,7,7,13,12,4,15,5,3,10,,"13,2",1,1.289
SI_167,2015-07-01,12:31:19,1435746591730,3,396247,8,8,7,5,6,10,3,1,14,11,,"15,3",1,2.079
SI_167,2015-07-01,12:31:32,1435746591730,3,410647,9,9,7,2,4,11,10,7,9,12,,"4,2",0,3.521
SI_167,2015-07-01,12:31:46,1435746591730,3,426432,10,10,7,2,11,3,12,10,15,7,,"10,5",1,4.898
