id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_259,2016-03-10,15:45:25,,,3,294887,1,1,7,13,10,12,9,5,8,6,,"10,2",1,1.53
SI_259,2016-03-10,15:45:37,,,3,312107,2,2,7,8,16,3,2,15,11,13,,"2,4",0,5.226
SI_259,2016-03-10,15:45:55,,,3,327009,3,3,7,5,10,4,9,12,8,15,,"9,1",1,3.56
SI_259,2016-03-10,15:46:10,,,3,340021,4,4,7,2,13,3,7,15,10,1,,"13,2",1,2.075
SI_259,2016-03-10,15:46:23,,,3,355356,5,5,7,5,9,7,11,16,15,13,,"15,4",1,4.341
SI_259,2016-03-10,15:46:38,,,3,368271,6,6,7,7,14,11,6,1,16,5,,"5,3",1,1.981
SI_259,2016-03-10,15:46:51,,,3,380758,7,7,7,12,15,7,6,16,3,13,,"5,2",1,1.556
SI_259,2016-03-10,15:47:03,,,3,396475,8,8,7,14,15,4,6,13,8,11,,"15,2",0,4.801
SI_259,2016-03-10,15:47:19,,,3,409173,9,9,7,3,2,7,14,8,13,10,,"13,6",1,1.802
SI_259,2016-03-10,15:47:32,,,3,423955,10,10,7,7,1,2,11,10,5,15,,"5,5",1,3.83
