id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_288,2016-05-20,21:54:21,,,3,300440,1,1,7,16,3,15,9,1,13,5,,"7,3",1,2
SI_288,2016-05-20,21:54:34,,,3,313928,2,2,7,16,11,3,9,14,10,7,,"4,5",1,2.602
SI_288,2016-05-20,21:54:47,,,3,326607,3,3,7,7,14,15,11,4,8,6,,"14,2",1,1.791
SI_288,2016-05-20,21:55:00,,,3,339201,4,4,7,14,7,2,10,8,9,13,,"15,1",0,1.723
SI_288,2016-05-20,21:55:13,,,3,353190,5,5,7,12,11,15,1,8,5,10,,"8,5",0,3.12
SI_288,2016-05-20,21:55:27,,,3,365749,6,6,7,15,2,7,8,1,13,9,,"14,6",1,1.679
SI_288,2016-05-20,21:55:39,,,3,378396,7,7,7,7,13,11,9,10,8,5,,"11,1",1,1.762
SI_288,2016-05-20,21:55:52,,,3,390953,8,8,7,12,8,15,3,13,6,9,,"15,1",0,1.644
SI_288,2016-05-20,21:56:04,,,3,403492,9,9,7,13,2,16,3,9,12,11,,"8,3",0,1.66
SI_288,2016-05-20,21:56:17,,,3,416359,10,10,7,10,14,15,7,8,12,6,,"1,4",0,1.999
