id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_279,2016-05-09,14:49:48,,,2,153667,1,1,7,7,11,16,1,4,10,6,,"6,7",1,1.317
SI_279,2016-05-09,14:50:00,,,2,166263,2,2,7,2,6,13,7,5,11,10,,"3,2",1,1.738
SI_279,2016-05-09,14:50:13,,,2,178136,3,3,7,1,13,2,16,6,14,15,,"3,7",1,1.026
SI_279,2016-05-09,14:50:25,,,2,190346,4,4,7,1,15,4,6,16,10,9,,"10,6",1,1.356
SI_279,2016-05-09,14:50:37,,,2,202704,5,5,7,15,16,6,7,14,9,13,,"6,3",0,1.504
SI_279,2016-05-09,14:50:49,,,2,214563,6,6,7,4,3,7,15,12,5,8,,"8,2",1,1.01
SI_279,2016-05-09,14:51:01,,,2,226387,7,7,7,8,9,3,2,1,7,16,,"11,7",1,0.979
SI_279,2016-05-09,14:51:13,,,2,239047,8,8,7,7,15,13,16,2,6,9,,"7,1",1,1.814
SI_279,2016-05-09,14:51:26,,,2,250881,9,9,7,2,13,12,8,11,7,3,,"10,6",1,0.989
SI_279,2016-05-09,14:51:37,,,2,262864,10,10,7,3,8,16,5,4,15,12,,"16,3",0,1.136
